Query; PlannerTime_1; ExecutionTime_1; SharedHits_1; SharedReads_1; PageFaults_1                     ; PlannerTime_2; ExecutionTime_2; SharedHits_2; SharedReads_2; PageFaults_2                     ; PlannerTime_3; ExecutionTime_3; SharedHits_3; SharedReads_3; PageFaults_3                     ; PlannerTime_4; ExecutionTime_4; SharedHits_4; SharedReads_4; PageFaults_4                     ; PlannerTime_5; ExecutionTime_5; SharedHits_5; SharedReads_5; PageFaults_5                     ; PlannerTime_6; ExecutionTime_6; SharedHits_6; SharedReads_6; PageFaults_6                     ; PlannerTime_7; ExecutionTime_7; SharedHits_7; SharedReads_7; PageFaults_7                     ; PlannerTime_8; ExecutionTime_8; SharedHits_8; SharedReads_8; PageFaults_8                     ; PlannerTime_9; ExecutionTime_9; SharedHits_9; SharedReads_9; PageFaults_9                     ; PlannerTime_10; ExecutionTime_10; SharedHits_10; SharedReads_10; PageFaults_10
1a.sql; 1022,059; 141,623; 15695; 1; 19546; 1307,083; 136,939; 15697; 1; 27617; 142,963; 128,216; 15696; 0; 21852; 180,206; 129,353; 15696; 0; 29502; 1414,568; 129,535; 15696; 0; 26916; 101,671; 120,461; 15696; 0; 33884; 1649,832; 136,086; 15693; 3; 31924; 50,907; 133,827; 15696; 0; 21094; 52,171; 150,313; 15698; 0; 26638; 141,823; 125,808; 15696; 0; 28361
1b.sql; 388,107; 133,535; 13752; 0; 24595; 461,694; 118,471; 13752; 0; 19103; 48,886; 137,352; 13754; 0; 32168; 81,031; 120,618; 13752; 0; 20292; 49,244; 131,533; 13752; 0; 27890; 415,246; 113,229; 13754; 0; 24875; 1836,711; 133,873; 13752; 0; 24505; 477,756; 120,416; 13752; 0; 32576; 45,235; 118,335; 13754; 0; 28742; 366,266; 125,355; 13754; 0; 20502
1c.sql; 168,03; 131,215; 15174; 0; 29852; 51,586; 148,711; 15172; 0; 25436; 45,589; 131,817; 15172; 0; 20918; 44,714; 128,495; 15174; 0; 24405; 473,826; 128,638; 15174; 0; 30527; 248,663; 119,741; 15172; 0; 32034; 559,759; 122,886; 15172; 0; 28178; 627,774; 133,646; 15172; 0; 28570; 617,588; 132,334; 15172; 0; 26825; 45,915; 172,74; 15172; 0; 26665
1d.sql; 1415,908; 124,27; 13777; 0; 21360; 233,347; 123,814; 13777; 0; 24627; 51,68; 128,057; 13779; 0; 20087; 859,309; 120,089; 13779; 0; 28542; 51,39; 132,081; 13777; 0; 25043; 41,04; 117,83; 13777; 0; 25804; 53,307; 144,098; 13779; 0; 33319; 570,299; 129,829; 13779; 0; 22762; 176,232; 130,69; 13779; 0; 25579; 350,476; 135,006; 13779; 0; 29638
2a.sql; 779,381; 518,42; 1029587; 0; 65893; 79,937; 522,183; 1029587; 0; 42723; 379,81; 625,651; 1029587; 0; 40509; 225,868; 604,023; 1029587; 0; 57361; 390,874; 552,218; 1029587; 0; 62323; 1260,679; 636,667; 1028993; 594; 39991; 425,336; 598,6; 1029587; 0; 60731; 167,866; 579,05; 1029587; 0; 73012; 896,534; 535,594; 1029587; 0; 70461; 73,627; 561,488; 1029587; 0; 56241
2b.sql; 74,752; 602,23; 1008015; 0; 44931; 78,667; 569,965; 1008015; 0; 46634; 463,166; 537,503; 1008015; 0; 53724; 72,312; 504,148; 1008015; 0; 41595; 485,468; 597,991; 1008015; 0; 39798; 100,553; 519,272; 1008015; 0; 38850; 67,863; 498,705; 1008015; 0; 90363; 762,839; 505,218; 1008015; 0; 54103; 78,622; 593,75; 1008015; 0; 55530; 72,272; 522,624; 1008015; 0; 39824
2c.sql; 72,571; 555,852; 979763; 0; 62884; 72,371; 599,846; 979763; 0; 43334; 764,154; 528,018; 979763; 0; 67545; 73,218; 479,806; 979763; 0; 39997; 679,671; 542,669; 979763; 0; 55963; 443,685; 420,755; 979763; 0; 49055; 839,876; 598,411; 979763; 0; 56923; 168,096; 581,804; 979763; 0; 46044; 75,269; 561,649; 979763; 0; 49708; 476,645; 533,986; 979763; 0; 68671
2d.sql; 895,151; 598,283; 1154647; 0; 93792; 1893,923; 660,137; 1154647; 0; 57566; 1944,302; 702,134; 1154647; 0; 60853; 75,385; 684,139; 1154647; 0; 53373; 648,605; 609,301; 1154647; 0; 67474; 449,924; 584,217; 1154647; 0; 73230; 1381,449; 656,585; 1154647; 0; 85753; 760,024; 772,882; 1154647; 0; 133235; 91,563; 747,919; 1154647; 0; 90809; 412,486; 689,84; 1154647; 0; 58701
3a.sql; 1647,956; 141,403; 106791; 4970; 64471; 138,67; 158,459; 111761; 0; 50911; 158,301; 175,363; 111761; 0; 70726; 2860,693; 131,591; 103154; 8607; 58752; 2808,382; 119,387; 111761; 0; 72961; 788,345; 130,773; 111761; 0; 56759; 863,993; 155,774; 111761; 0; 60269; 1208,14; 131,513; 111459; 302; 74242; 447,277; 163,199; 111697; 64; 55625; 386,322; 156,26; 111761; 0; 64568
3b.sql; 154,562; 108,172; 85849; 0; 37435; 136,36; 118,749; 85849; 0; 43698; 1452,911; 86,807; 85849; 0; 48623; 1066,63; 93,279; 85849; 0; 50943; 4098,283; 77,871; 81660; 4189; 56353; 3112,804; 75,93; 85223; 626; 55037; 2247,666; 91,167; 81771; 4078; 53932; 3119,982; 86,224; 85849; 0; 46828; 2838,841; 89,118; 85849; 0; 48859; 3387,679; 87,006; 85849; 0; 39859
3c.sql; 144,15; 262,772; 190935; 68; 71773; 4317,656; 198,89; 172483; 18520; 119731; 3072,516; 187,347; 181423; 9580; 113702; 1267,96; 219,068; 190935; 68; 100861; 3021,995; 168,527; 185979; 5024; 93717; 3025,763; 156,988; 190675; 328; 105972; 3258,879; 179,324; 188605; 2398; 105775; 3651,098; 175,196; 189915; 1088; 74803; 3211,355; 229,775; 184452; 6551; 115907; 3815,363; 178,142; 190935; 68; 120224
4a.sql; 515,63; 69,373; 91171; 0; 31738; 109,697; 95,789; 91171; 0; 39907; 229,717; 84,562; 91171; 0; 46439; 283,566; 92,056; 91171; 0; 28344; 1055,281; 87,43; 91011; 160; 29255; 1221,292; 68,263; 91171; 0; 27679; 1353,177; 61,693; 91171; 0; 37005; 97,677; 104,102; 91171; 0; 30411; 1457,003; 62,909; 91171; 0; 39338; 678,431; 83,696; 91171; 0; 31213
4b.sql; 186,901; 57,45; 62137; 0; 24942; 59,695; 59,044; 62137; 0; 21573; 68,997; 55,078; 62137; 0; 25694; 221,023; 51,259; 62137; 0; 21130; 585,808; 54,591; 62137; 0; 23861; 205,447; 47,444; 62137; 0; 21500; 200,631; 57,768; 62137; 0; 28784; 1663,485; 51,973; 62137; 0; 32166; 241,006; 60,145; 62137; 0; 20753; 1271,42; 59,894; 62136; 1; 23896
4c.sql; 91,686; 93,589; 99167; 0; 36028; 142,319; 80,758; 99167; 0; 34172; 99,059; 100,219; 99167; 0; 32491; 176,462; 94,921; 99167; 0; 30580; 126,593; 93,955; 99167; 0; 33692; 1325,487; 67,907; 99167; 0; 32988; 161,171; 102,764; 99167; 0; 31436; 201,405; 83,942; 99167; 0; 38368; 1534,522; 83,586; 99152; 15; 33657; 87,642; 89,782; 99167; 0; 44294
5a.sql; 4522,803; 189,664; 34926; 0; 55098; 3449,602; 225,987; 34926; 0; 77323; 4602,662; 207,841; 34925; 1; 47698; 730,726; 234,973; 34926; 0; 78458; 122,147; 200,561; 34926; 0; 49937; 3021,916; 182,405; 34926; 0; 65012; 135,422; 222,89; 34926; 0; 39758; 2819,658; 197,512; 34926; 0; 36495; 4044,973; 205,246; 34924; 2; 39212; 3564,183; 227,602; 34926; 0; 61867
5b.sql; 3679,271; 178,96; 34860; 0; 73768; 183,521; 203,939; 34860; 0; 40403; 3340,221; 197,938; 34860; 0; 52772; 2496,605; 201,045; 34860; 0; 37141; 635,314; 213,014; 34860; 0; 36467; 2869,225; 176,618; 34860; 0; 65079; 4044,399; 204,804; 34860; 0; 38098; 141,574; 193,83; 34860; 0; 38045; 1149,804; 208,794; 34860; 0; 39215; 544,168; 189,827; 34860; 0; 57136
5c.sql; 201,067; 287,266; 50746; 7; 50011; 120,018; 263,548; 50758; 7; 68784; 997,468; 282,828; 50781; 7; 70866; 2278,138; 253,758; 50746; 7; 80149; 3806,54; 271,361; 49548; 1170; 65779; 131,175; 273,06; 50747; 6; 51943; 3320,5; 264,413; 50734; 19; 66531; 123,881; 267,414; 50746; 7; 71648; 3139,487; 269,002; 50565; 188; 95633; 3693,656; 277,32; 48954; 1799; 92566
6a.sql; 6365,328; 672,737; 32469; 4573; 24001; 5995,186; 356,648; 34619; 2423; 15873; 7240,376; 1206,744; 27836; 9206; 20601; 5990,777; 75,873; 36585; 457; 28221; 7429,427; 1041,416; 29047; 7995; 15493; 5555,581; 45,526; 27937; 9105; 22656; 7161,613; 1313,385; 27644; 9398; 22188; 6845,844; 121,983; 36415; 627; 25269; 7193,191; 1130,669; 28310; 8732; 25389; 6453,173; 1192,692; 27933; 9109; 18076
6b.sql; 6355,759; 6527,163; 1322376; 110306; 306616; 7634,035; 5636,219; 1337096; 95586; 140965; 6479,485; 6037,758; 1332822; 99860; 209242; 7216,287; 1195,253; 1330254; 102428; 145895; 6665,885; 6351,398; 1330003; 102679; 190405; 6378,167; 1061,758; 1331278; 101404; 270056; 8684,429; 4675,811; 1355707; 76975; 222152; 7061,156; 6200,339; 1333131; 99551; 183892; 5548,357; 6074,0; 1328434; 104248; 144692; 5394,42; 6973,453; 1309953; 122729; 148629
6c.sql; 5744,237; 198,976; 18501; 1513; 12729; 7376,489; 642,759; 15672; 4342; 11230; 6141,988; 672,141; 15084; 4930; 13551; 6934,116; 639,458; 15030; 4984; 12614; 5360,589; 70,117; 19669; 345; 10876; 5898,76; 31,438; 14988; 5026; 12206; 5748,534; 608,88; 15010; 5004; 12107; 8137,433; 688,76; 14836; 5178; 12042; 6309,55; 660,781; 14871; 5143; 16512; 6548,208; 723,305; 15036; 4978; 14170
6d.sql; 7625,337; 14480,187; 7170130; 243606; 252722; 6889,6; 14728,578; 7158149; 255587; 170081; 6874,601; 6922,466; 7280383; 133353; 198374; 6240,541; 7368,208; 7171045; 242691; 172947; 6270,323; 14668,063; 7153444; 260292; 163528; 7437,63; 5879,598; 7177497; 236239; 169497; 7291,464; 15549,953; 7153985; 259751; 255524; 6874,978; 15334,764; 7154461; 259275; 283449; 8814,787; 14054,456; 7192225; 221511; 331911; 5199,618; 14117,249; 7181658; 232078; 377361
6e.sql; 5186,903; 1314,91; 30557; 10989; 28570; 7848,038; 1228,003; 32225; 9321; 24093; 7614,878; 1478,886; 31674; 9872; 21621; 6110,222; 1390,988; 31335; 10211; 18964; 7167,227; 1181,307; 33062; 8484; 27004; 6122,58; 73,394; 31129; 10417; 20600; 7184,891; 1186,94; 32566; 8980; 26803; 6263,338; 1270,699; 31091; 10455; 24465; 6167,895; 66,083; 41353; 193; 19255; 7082,374; 1361,131; 31269; 10277; 23824
6f.sql; 4963,386; 12833,866; 7165536; 248200; 148455; 7192,803; 15461,577; 7158918; 254818; 242694; 5278,626; 15298,96; 7147212; 266524; 174736; 5905,755; 3482,267; 7155612; 258124; 285011; 6339,192; 14783,904; 7164044; 249692; 179237; 5842,302; 6102,902; 7158315; 255421; 204867; 5677,273; 15643,497; 7145860; 267876; 171169; 5153,791; 15171,152; 7158182; 255554; 280229; 7631,657; 15318,165; 7162481; 251255; 243314; 6852,052; 15017,683; 7169768; 243968; 328866
7a.sql; 7189,736; 1574,55; 64345; 9998; 29336; 7461,425; 1269,687; 64585; 9758; 29087; 6482,524; 409,386; 70854; 3489; 34795; 7019,002; 266,36; 64305; 10038; 27094; 5894,205; 1149,765; 65540; 8803; 28275; 6817,394; 257,374; 64204; 10139; 33653; 6116,281; 758,127; 69593; 4750; 31231; 7512,385; 1443,653; 63829; 10514; 36780; 6013,796; 1398,104; 64131; 10212; 30791; 7402,066; 1096,629; 66796; 7547; 34021
7b.sql; 8459,222; 199,224; 27822; 1372; 12812; 7335,209; 213,743; 27712; 1482; 12301; 7110,054; 202,84; 27521; 1673; 12470; 6962,187; 32,148; 27569; 1625; 16512; 5811,962; 170,281; 28168; 1026; 13749; 6218,449; 30,87; 27596; 1598; 15792; 7240,422; 261,373; 27389; 1805; 12645; 5894,35; 242,427; 27479; 1715; 12432; 7155,648; 258,022; 27552; 1642; 16907; 10122,931; 225,607; 27648; 1546; 12780
7c.sql; 5971,961; 1586,26; 1033671; 22257; 256486; 5955,839; 1589,097; 1032933; 22995; 327335; 7208,113; 1819,622; 1040070; 15858; 261717; 6282,218; 1375,101; 1030072; 25856; 365232; 6064,377; 1694,669; 1033387; 22541; 337030; 6501,041; 1364,849; 1033814; 22114; 224627; 7534,532; 1550,538; 1034622; 21306; 300222; 6630,2; 1497,251; 1034458; 21470; 376747; 5967,433; 1628,487; 1032891; 23037; 270038; 4713,723; 1761,394; 1031433; 24495; 366198
8a.sql; 6688,907; 4618,145; 3650032; 139294; 277333; 6981,327; 3540,107; 3688010; 101316; 369150; 6221,897; 2486,763; 3703006; 86320; 296674; 6576,898; 4026,443; 3670837; 118489; 373639; 7046,321; 4980,261; 3645727; 143599; 280100; 2342,811; 2106,924; 3644063; 145263; 433402; 7049,505; 4431,248; 3672101; 117225; 342798; 5881,511; 4115,363; 3643915; 145411; 395258; 6349,618; 3697,218; 3644467; 144859; 393390; 9120,878; 3481,441; 3683858; 105468; 395515
8b.sql; 6703,099; 269,55; 111735; 261; 79502; 5030,251; 245,749; 111746; 250; 55222; 6587,513; 238,192; 111840; 156; 93448; 5312,949; 211,888; 111827; 169; 53058; 5642,044; 248,253; 111727; 269; 92877; 6264,8; 198,5; 111698; 298; 89587; 7157,339; 255,856; 111770; 226; 53168; 6551,025; 230,809; 111836; 160; 47286; 6615,928; 243,03; 111817; 179; 94068; 6431,979; 227,788; 111737; 259; 95927
8c.sql; 5818,992; 9213,153; 1522050; 101069; 320864; 4613,821; 9069,892; 1522903; 100658; 308405; 5501,382; 9265,746; 1544785; 78220; 404805; 4650,936; 8784,623; 1519867; 104940; 249328; 5828,024; 8915,194; 1554542; 67701; 346714; 5265,905; 8012,151; 1515776; 100476; 261024; 5876,834; 7276,496; 1563915; 88798; 309248; 5865,61; 7793,983; 1562426; 90095; 269039; 7528,438; 9101,558; 1536284; 100130; 256791; 5202,693; 8991,184; 1519948; 101790; 337497
8d.sql; 6383,888; 3637,769; 193830; 68717; 185336; 5232,422; 3738,107; 172875; 89568; 148492; 4910,062; 3629,06; 225554; 36839; 154510; 5752,869; 3357,129; 222022; 40457; 151644; 4713,782; 3591,878; 173366; 88915; 161499; 5800,744; 2532,674; 237066; 25157; 134541; 5900,558; 3765,306; 203694; 58611; 274288; 5632,298; 3268,836; 196941; 65368; 221379; 7394,913; 3614,002; 185574; 76877; 239559; 6000,129; 3045,587; 177554; 84897; 178494
9a.sql; 6799,521; 4092,883; 1077293; 67690; 191660; 6411,456; 4187,492; 1087265; 57718; 191976; 6088,098; 4001,55; 1116072; 28911; 171418; 6616,444; 3252,204; 1088575; 56408; 257575; 6120,993; 4235,001; 1074299; 70684; 280764; 5066,399; 3009,62; 1089244; 55739; 268501; 8341,827; 4248,493; 1086933; 58050; 267560; 6297,778; 4199,357; 1077671; 67312; 278464; 5490,878; 3725,956; 1105603; 39380; 280408; 5112,035; 3831,767; 1090907; 54076; 285951
9b.sql; 7329,437; 3102,2; 480784; 57629; 254765; 6523,788; 3062,049; 495594; 42819; 248296; 6082,036; 3364,712; 487164; 51249; 161771; 7550,92; 2550,258; 481455; 56958; 238627; 6361,771; 3105,633; 494648; 43765; 260102; 5176,389; 2872,037; 478599; 59814; 248959; 5936,968; 3274,546; 491827; 46586; 179381; 6574,379; 3032,817; 480963; 57450; 252349; 6521,222; 3060,58; 494635; 43778; 301476; 6765,278; 3051,742; 490107; 48306; 262973
9c.sql; 6839,425; 4656,119; 566075; 124539; 287233; 5908,731; 4456,118; 571078; 119536; 434477; 6044,167; 3937,462; 578953; 111661; 446566; 6212,447; 3567,011; 574772; 115842; 185713; 7188,596; 4528,803; 570397; 120217; 255183; 6347,039; 3571,964; 575253; 115361; 275091; 6838,373; 4319,738; 613019; 77595; 249193; 5698,807; 4097,004; 580113; 110501; 408904; 6126,013; 4304,644; 575902; 114712; 235362; 6057,503; 4276,659; 574967; 115647; 390168
9d.sql; 6019,501; 7498,566; 3816452; 230888; 535281; 5997,774; 8466,765; 3821334; 226006; 421231; 5856,634; 7473,328; 3862067; 185273; 294911; 5287,791; 6912,688; 3862148; 185192; 300881; 6145,019; 8411,674; 3837171; 210169; 474348; 5850,643; 5938,478; 3836204; 211136; 279987; 5602,586; 8181,795; 3842115; 205225; 480584; 5706,485; 8474,083; 3831566; 215774; 309198; 6047,132; 8605,018; 3869388; 177952; 293428; 7291,468; 8323,649; 3820119; 227221; 347374
10a.sql; 4849,386; 3664,306; 393054; 159398; 166737; 4768,03; 5406,594; 380024; 172428; 127383; 5977,857; 7966,939; 416021; 136431; 146292; 5950,839; 6216,095; 505083; 47369; 136853; 4569,504; 4469,807; 390769; 161683; 157997; 4403,941; 5334,388; 505777; 46675; 127717; 5333,456; 4306,183; 409339; 143113; 132117; 4917,378; 3357,425; 396808; 155644; 219678; 6792,183; 8401,503; 405953; 146499; 156998; 5049,014; 5921,47; 383027; 169425; 235616
10b.sql; 5046,893; 3765,881; 439868; 61423; 305083; 4360,4; 4534,708; 344352; 156939; 293366; 4772,697; 4307,232; 307972; 193319; 356378; 4939,029; 4376,862; 350313; 150978; 301431; 5073,235; 3942,974; 478356; 22935; 392626; 1992,723; 3553,721; 425627; 75664; 295596; 4981,482; 3782,579; 466874; 34417; 265136; 6431,785; 4276,993; 433140; 68151; 299427; 4923,584; 4788,668; 347401; 153890; 324458; 5729,529; 3947,719; 456264; 45027; 308820
10c.sql; 5563,884; 6253,455; 417006; 135503; 334641; 5755,659; 5497,445; 435048; 117461; 328234; 5151,771; 5252,302; 465357; 87152; 301684; 2495,442; 4849,632; 524072; 28441; 193044; 5525,122; 6148,24; 413743; 138766; 265409; 5730,954; 4993,893; 512226; 40287; 290784; 5019,559; 5026,012; 463925; 88588; 175663; 5679,642; 5328,642; 479441; 73064; 318497; 5437,374; 5019,393; 498410; 54103; 330876; 5573,915; 5823,282; 426638; 125867; 337690
11a.sql; 495,453; 657,275; 886954; 0; 41662; 69,732; 701,86; 886932; 0; 44490; 1363,345; 693,965; 889915; 0; 49141; 63,848; 702,47; 893266; 0; 52016; 828,933; 692,619; 890616; 0; 44866; 488,437; 660,965; 896951; 0; 46262; 70,154; 658,388; 892529; 0; 45188; 1861,222; 710,452; 899465; 0; 42131; 495,951; 718,317; 898611; 0; 42817; 1213,629; 687,869; 886554; 0; 47519
11b.sql; 936,251; 638,776; 899789; 0; 29997; 423,687; 686,201; 883032; 0; 44786; 926,928; 705,52; 894986; 0; 45669; 531,776; 683,513; 897710; 0; 48928; 473,0; 591,731; 894570; 0; 42855; 104,908; 716,049; 904564; 0; 46058; 708,287; 759,666; 903347; 0; 54018; 177,571; 720,203; 883412; 0; 48762; 108,526; 715,146; 892828; 0; 32073; 618,616; 690,531; 884165; 0; 47014
11c.sql; 66,347; 181,054; 359478; 0; 12760; 142,334; 189,186; 365256; 0; 16602; 524,457; 201,096; 369199; 0; 17352; 157,364; 203,137; 366920; 0; 16160; 126,685; 201,105; 365870; 0; 15875; 211,848; 176,133; 386183; 0; 17529; 771,531; 187,27; 361190; 0; 16907; 1619,224; 212,314; 364570; 0; 16528; 448,884; 199,992; 365893; 0; 18351; 1745,145; 199,926; 363737; 0; 16638
11d.sql; 1675,081; 182,468; 360849; 0; 17003; 1046,818; 189,062; 362775; 0; 15517; 601,307; 200,859; 362741; 0; 11970; 123,917; 204,029; 367922; 0; 16589; 824,794; 176,993; 365014; 0; 16101; 1334,981; 183,659; 363843; 25; 14770; 1734,639; 176,588; 374900; 2; 16082; 542,19; 199,042; 370583; 0; 16711; 724,698; 194,538; 364460; 0; 17273; 106,206; 181,014; 365597; 0; 16846
12a.sql; 4596,823; 460,744; 1032513; 17396; 161553; 235,991; 436,677; 1049909; 0; 170121; 138,359; 455,276; 1049909; 0; 305250; 138,018; 440,135; 1049909; 0; 138811; 2966,441; 446,352; 1037557; 12352; 208257; 1027,6; 384,1; 1049909; 0; 238164; 1125,214; 467,434; 1049909; 0; 153262; 2832,477; 457,383; 1049659; 250; 208402; 145,482; 439,654; 1049909; 0; 302477; 3778,173; 424,44; 1044892; 5017; 214641
12b.sql; 4175,716; 132,63; 13803; 24; 34790; 4338,491; 128,764; 13817; 10; 26297; 2095,839; 148,538; 13797; 30; 29409; 687,143; 122,059; 13827; 0; 33313; 136,112; 125,876; 13827; 0; 36121; 243,463; 114,935; 13827; 0; 24449; 419,239; 129,659; 13827; 0; 25859; 3032,175; 123,321; 13809; 18; 29443; 3629,277; 133,16; 13825; 2; 21995; 3665,911; 121,491; 13814; 13; 32664
12c.sql; 3790,954; 1165,541; 4161208; 17812; 390510; 238,211; 1167,033; 4179020; 0; 256261; 3876,138; 1154,438; 4179020; 0; 295375; 2680,957; 1219,839; 4110896; 68124; 242294; 132,215; 1242,613; 4179020; 0; 444500; 2495,967; 1039,98; 4179020; 0; 450296; 164,516; 1289,678; 4179020; 0; 441796; 2728,152; 1190,534; 4148210; 30810; 470867; 3447,291; 1225,277; 4160639; 18381; 419422; 244,124; 1203,515; 4179020; 0; 476843
13a.sql; 4469,108; 1729,958; 6575316; 11873; 250866; 3959,922; 1621,562; 6587189; 0; 271929; 4762,39; 1763,747; 6561747; 25442; 227833; 333,553; 1834,196; 6587189; 0; 236340; 1468,402; 1748,519; 6587150; 39; 311305; 2580,166; 1824,431; 6577619; 9570; 377482; 553,899; 1808,631; 6587189; 0; 344466; 898,115; 1886,501; 6587052; 137; 226231; 222,208; 1848,797; 6587189; 0; 170247; 2472,42; 2103,051; 6532399; 54790; 326520
13b.sql; 138,972; 810,602; 3172837; 0; 144288; 1543,793; 791,186; 3172835; 2; 141030; 3726,92; 780,168; 3172763; 74; 187761; 3162,059; 820,032; 3172765; 72; 215674; 4469,868; 913,926; 3172599; 238; 233551; 3067,828; 814,864; 3172619; 218; 163243; 3463,125; 884,95; 3172660; 177; 211159; 232,549; 847,394; 3172837; 0; 146874; 3479,251; 863,188; 3172707; 130; 150518; 3772,433; 780,831; 3172837; 0; 153145
13c.sql; 4025,821; 842,714; 3172647; 0; 181824; 2132,288; 774,456; 3172623; 24; 219019; 3496,58; 858,021; 3172646; 1; 150171; 2243,529; 802,292; 3172640; 2; 145055; 3354,145; 820,467; 3172642; 5; 136558; 138,74; 756,682; 3172652; 0; 241757; 1643,31; 807,817; 3172642; 5; 239889; 258,955; 888,835; 3172647; 0; 248722; 2046,668; 867,797; 3172635; 12; 233918; 1493,911; 818,99; 3172642; 0; 274270
13d.sql; 142,795; 7095,722; 24766497; 0; 300303; 1528,92; 7513,291; 24741620; 24877; 502356; 4707,067; 6576,856; 24636934; 129563; 345178; 596,52; 7215,947; 24766497; 0; 367120; 250,158; 7085,326; 24766497; 0; 298832; 2831,468; 6119,623; 24720359; 46138; 391372; 261,427; 7258,472; 24766497; 0; 399318; 167,4; 6943,373; 24766497; 0; 486889; 2809,682; 7397,654; 24620124; 146373; 458685; 4489,704; 7281,166; 24620756; 145741; 392724
14a.sql; 3670,239; 277,747; 380840; 0; 116652; 158,13; 365,697; 380840; 0; 122947; 922,969; 337,385; 378992; 1848; 142855; 3348,951; 277,054; 375042; 5798; 85949; 763,351; 343,478; 380840; 0; 144665; 328,11; 339,429; 380840; 0; 151939; 3296,067; 317,574; 375610; 5230; 164183; 324,75; 314,862; 380840; 0; 169629; 281,125; 360,749; 380840; 0; 107651; 4618,421; 305,417; 380837; 3; 94891
14b.sql; 1266,242; 115,48; 127580; 0; 37511; 657,025; 99,096; 127474; 106; 36233; 3367,244; 143,808; 127580; 0; 42981; 211,379; 148,016; 127580; 0; 39002; 3077,921; 114,25; 127376; 204; 49675; 1209,144; 124,581; 127578; 2; 69338; 167,612; 137,82; 127580; 0; 58668; 2999,828; 137,07; 127565; 15; 40156; 156,264; 154,49; 127580; 0; 51310; 297,15; 133,436; 127580; 0; 61796
14c.sql; 4812,613; 511,365; 645010; 14745; 245413; 4135,735; 582,464; 622437; 37318; 146480; 151,424; 630,843; 659755; 0; 127576; 147,205; 565,214; 659755; 0; 222995; 3190,632; 553,913; 659047; 708; 125165; 1291,559; 466,31; 659755; 0; 95635; 155,412; 640,457; 659755; 0; 124656; 156,005; 646,559; 659755; 0; 178149; 690,625; 612,47; 656589; 3166; 162120; 453,77; 570,896; 659755; 0; 111371
15a.sql; 1389,024; 357,399; 394028; 615; 152991; 1868,157; 407,779; 389544; 5099; 161782; 4293,482; 355,229; 389764; 4879; 127105; 1123,164; 418,178; 394318; 325; 82565; 4101,145; 365,36; 391015; 3628; 119375; 1363,036; 412,151; 392203; 2440; 121785; 3753,967; 360,246; 391861; 2782; 120535; 3583,1; 385,877; 389661; 4982; 130196; 4331,444; 394,853; 383365; 11278; 149028; 4655,116; 367,839; 382920; 11723; 125743
15b.sql; 280,974; 26,899; 17005; 7; 22080; 262,894; 50,602; 16986; 34; 18961; 4237,719; 45,635; 16900; 120; 19379; 3120,074; 53,01; 16780; 240; 20609; 325,273; 47,127; 16538; 482; 19187; 2356,967; 35,518; 17020; 0; 20127; 4969,839; 23,792; 16859; 153; 20698; 676,191; 40,051; 16973; 47; 18613; 250,703; 49,162; 17020; 0; 19698; 830,564; 49,853; 17006; 14; 20924
15c.sql; 3508,905; 860,239; 466896; 4173; 138096; 4301,772; 924,353; 464370; 6699; 66021; 761,933; 868,19; 469666; 1403; 93525; 2842,975; 926,576; 449310; 21759; 151679; 3696,715; 926,733; 455831; 15238; 44303; 3361,183; 1002,065; 461936; 9133; 44407; 2765,605; 855,835; 454347; 16722; 99308; 4068,321; 888,969; 415496; 55573; 141670; 1139,56; 859,955; 470624; 445; 54727; 2424,397; 957,438; 470835; 234; 98674
15d.sql; 3117,345; 1126,017; 916812; 3342; 90432; 3761,687; 1313,671; 873349; 46805; 74609; 3597,671; 1084,622; 902054; 18100; 75037; 2308,705; 1136,227; 890711; 29443; 72197; 3564,935; 1031,792; 910954; 9200; 107810; 2959,191; 1051,428; 904286; 15868; 108589; 555,248; 1113,592; 920154; 0; 120154; 3799,94; 1067,154; 909724; 10430; 95912; 3214,016; 1117,493; 920154; 0; 105911; 4046,925; 1057,643; 915393; 4761; 109536
16a.sql; 7393,469; 245,548; 196514; 896; 57697; 7227,404; 276,838; 196462; 948; 43026; 6278,071; 270,97; 196492; 918; 73348; 7169,994; 207,381; 196497; 913; 43689; 6916,35; 279,791; 196446; 964; 55399; 3860,731; 167,687; 196559; 851; 60304; 7238,027; 244,19; 196514; 896; 44741; 7421,163; 179,025; 197202; 208; 54251; 5902,645; 181,76; 196808; 602; 69782; 7903,968; 261,522; 196579; 831; 86781
