Query; PlannerTime_1; ExecutionTime_1; SharedHits_1; SharedReads_1; PageFaults_1                     ; PlannerTime_2; ExecutionTime_2; SharedHits_2; SharedReads_2; PageFaults_2                     ; PlannerTime_3; ExecutionTime_3; SharedHits_3; SharedReads_3; PageFaults_3                     ; PlannerTime_4; ExecutionTime_4; SharedHits_4; SharedReads_4; PageFaults_4                     ; PlannerTime_5; ExecutionTime_5; SharedHits_5; SharedReads_5; PageFaults_5                     ; PlannerTime_6; ExecutionTime_6; SharedHits_6; SharedReads_6; PageFaults_6                     ; PlannerTime_7; ExecutionTime_7; SharedHits_7; SharedReads_7; PageFaults_7                     ; PlannerTime_8; ExecutionTime_8; SharedHits_8; SharedReads_8; PageFaults_8                     ; PlannerTime_9; ExecutionTime_9; SharedHits_9; SharedReads_9; PageFaults_9                     ; PlannerTime_10; ExecutionTime_10; SharedHits_10; SharedReads_10; PageFaults_10
28a.sql; 732,788; 618,808; 683134; 0; 92050; 1750,702; 525,657; 683130; 4; 96344; 2042,704; 547,539; 683028; 106; 87072; 786,393; 568,992; 683124; 10; 82799; 3627,253; 561,863; 681720; 1414; 102228; 2928,036; 549,183; 682186; 948; 80367; 3097,857; 555,926; 683134; 0; 75874; 3496,998; 615,614; 683125; 9; 84639; 4324,607; 486,092; 683134; 0; 79208; 1125,169; 640,96; 682755; 379; 111083
28b.sql; 3629,814; 252,188; 419140; 0; 57197; 699,357; 296,92; 419140; 0; 59448; 290,971; 331,672; 419140; 0; 60121; 1851,123; 259,518; 419137; 3; 63009; 3844,231; 250,048; 418910; 230; 64838; 2188,637; 286,086; 419140; 0; 72580; 3732,419; 271,075; 418408; 732; 81398; 306,861; 329,274; 419140; 0; 109156; 4798,488; 272,031; 417810; 1330; 63666; 4438,096; 253,418; 418745; 395; 81816
28c.sql; 1932,788; 1826,822; 1486099; 14910; 111747; 272,432; 1738,404; 1501009; 0; 138566; 2854,999; 1861,206; 1500486; 523; 125370; 260,096; 1684,296; 1501009; 0; 154746; 3169,048; 1861,043; 1501009; 0; 114347; 2763,277; 1542,425; 1500950; 59; 159262; 1418,615; 1658,746; 1501001; 8; 93446; 4311,161; 1939,448; 1487267; 13742; 98779; 3436,985; 1779,114; 1498523; 2486; 93674; 4552,99; 1611,658; 1492990; 8019; 146205
29a.sql; 11637,565; 28,674; 19765; 149; 7754; 11343,004; 34,731; 19751; 163; 6633; 8480,804; 33,966; 19769; 145; 7096; 11761,973; 38,803; 19737; 177; 7839; 11068,7; 34,253; 19751; 163; 7636; 9956,698; 26,862; 19752; 162; 7295; 11414,381; 30,049; 19755; 159; 7580; 10443,734; 28,047; 19761; 153; 9254; 9727,814; 40,478; 19749; 165; 8053; 8557,829; 28,765; 19777; 137; 10706
29b.sql; 10469,848; 20,315; 5236; 128; 7068; 12257,865; 44,689; 5206; 158; 7118; 9027,101; 28,422; 5179; 185; 8277; 10732,404; 26,301; 5189; 175; 7636; 8811,065; 27,013; 5184; 180; 7303; 10559,566; 24,724; 5225; 139; 7476; 10744,698; 22,615; 5186; 178; 7316; 10298,323; 28,642; 5210; 154; 7710; 11026,159; 20,63; 5236; 128; 8300; 8952,187; 33,7; 5181; 183; 8405
29c.sql; 10456,938; 1747,286; 3264213; 4874; 18511; 11138,114; 1783,647; 3265183; 3904; 16788; 11401,014; 1805,546; 3265197; 3890; 18454; 9423,587; 1736,897; 3265208; 3879; 19290; 9760,008; 2062,886; 3265353; 3734; 16440; 9312,013; 1724,364; 3265112; 3975; 17896; 11508,04; 1835,281; 3264646; 4441; 18168; 10349,94; 1843,826; 3265463; 3624; 18844; 9697,489; 2010,899; 3265192; 3895; 18308; 11632,807; 1804,596; 3264856; 4231; 18166
30a.sql; 9184,796; 14197,35; 3854142; 211371; 277546; 8511,221; 14333,2; 3842713; 222800; 500197; 10272,979; 15768,614; 3840534; 224979; 379769; 7661,131; 8397,727; 3826225; 239288; 304978; 9180,883; 17099,973; 3835847; 229666; 550798; 7333,069; 11226,266; 3837416; 228097; 507476; 9321,494; 16210,066; 3835692; 229821; 536280; 9074,302; 16002,668; 3794510; 271003; 408004; 9538,566; 17803,343; 3831305; 234208; 397473; 9262,446; 17222,455; 3830442; 235071; 351773
30b.sql; 9298,633; 292,82; 527121; 844; 107389; 9257,879; 291,276; 527127; 838; 81612; 9395,654; 272,64; 527122; 843; 83843; 9507,136; 297,337; 527308; 657; 90133; 9126,907; 356,795; 527127; 838; 114373; 7625,435; 317,966; 527086; 879; 122907; 11168,006; 280,939; 527139; 826; 97384; 9268,603; 338,049; 527136; 829; 107533; 9232,562; 284,782; 527103; 862; 92617; 9925,218; 331,241; 527845; 120; 108571
30c.sql; 7790,783; 14925,168; 6825956; 381475; 220736; 8229,85; 15302,959; 6819169; 388262; 229594; 9264,821; 14967,131; 6815457; 391974; 351001; 8185,877; 10139,876; 6796435; 410996; 233575; 7072,633; 15500,252; 6811874; 395557; 258971; 6841,067; 11699,48; 6814576; 392855; 226103; 7180,111; 15224,629; 6816517; 390914; 270064; 8333,014; 14990,719; 6821280; 386151; 193628; 7393,938; 15731,606; 6802752; 404679; 262007; 9771,98; 15217,361; 6813179; 394252; 233394
31a.sql; 8712,049; 2353,845; 5330119; 19415; 187434; 9756,595; 2534,734; 5334707; 14827; 120273; 9522,298; 2432,839; 5334245; 15289; 160229; 6995,311; 2108,5; 5324995; 24539; 187820; 8951,628; 2244,976; 5334669; 14865; 143175; 7850,149; 2135,282; 5332367; 17167; 152538; 6401,277; 2407,637; 5332678; 16856; 185003; 7235,715; 2691,311; 5333385; 16149; 187426; 9093,39; 2206,976; 5334557; 14977; 194435; 6933,576; 2243,918; 5334887; 14647; 177318
31b.sql; 7184,177; 300,124; 527407; 342; 97953; 7658,789; 271,986; 527383; 366; 93388; 7314,213; 338,144; 527325; 424; 89498; 6848,945; 264,262; 527362; 387; 120029; 7944,394; 339,29; 527397; 352; 114523; 6548,886; 244,282; 527350; 399; 88348; 7624,116; 325,789; 527341; 408; 150838; 8358,425; 257,518; 527361; 388; 92293; 9508,02; 269,477; 527347; 402; 95710; 9938,86; 251,702; 527326; 423; 137580
31c.sql; 6718,664; 2600,24; 5355004; 25946; 187224; 6580,502; 2149,669; 5364903; 16047; 188647; 7501,538; 2387,841; 5364689; 16261; 185824; 6927,494; 2437,108; 5365634; 15316; 168951; 8053,413; 2425,839; 5365584; 15366; 188279; 9214,649; 2206,499; 5369113; 11837; 178627; 6945,68; 2468,091; 5365883; 15067; 215660; 9754,354; 2259,713; 5366970; 13980; 155152; 10040,053; 2406,013; 5359049; 21901; 199201; 9901,87; 2350,999; 5365964; 14986; 140746
32a.sql; 386,6; 16,76; 1716; 0; 5065; 1053,467; 12,814; 1716; 0; 5230; 91,257; 13,197; 1716; 0; 4548; 91,522; 11,654; 1716; 0; 4937; 95,996; 12,441; 1716; 0; 4466; 447,882; 15,284; 1716; 0; 5099; 109,766; 14,338; 1716; 0; 4869; 509,636; 13,619; 1716; 0; 5041; 381,217; 13,533; 1716; 0; 5077; 79,962; 10,998; 1716; 0; 5118
32b.sql; 84,787; 71,667; 105634; 0; 27702; 92,498; 106,812; 105634; 0; 28533; 93,845; 81,951; 105634; 0; 25920; 93,856; 80,69; 105634; 0; 16068; 88,71; 92,208; 105634; 0; 24153; 89,511; 82,313; 105634; 0; 15063; 289,075; 69,715; 105634; 0; 28931; 589,557; 60,781; 105634; 0; 20798; 850,632; 62,727; 105634; 0; 28580; 1228,035; 78,771; 105634; 0; 30842
33a.sql; 591,809; 15,83; 4188; 0; 6707; 681,133; 17,714; 4188; 1; 7313; 773,388; 15,941; 4187; 0; 6832; 1575,761; 16,233; 4177; 0; 6737; 455,536; 17,849; 4180; 0; 6386; 874,279; 18,637; 4178; 1; 7282; 246,326; 17,426; 4185; 0; 7321; 465,17; 16,769; 4186; 0; 7173; 1608,548; 17,092; 4166; 0; 7287; 187,282; 17,364; 4188; 0; 6586
33b.sql; 1465,768; 12,727; 3374; 0; 3409; 183,489; 16,42; 3374; 0; 3395; 418,841; 13,243; 3374; 0; 3891; 319,852; 12,289; 3374; 0; 3849; 431,454; 15,812; 3374; 0; 3266; 538,341; 12,997; 3374; 0; 3076; 1531,696; 12,699; 3374; 0; 2960; 321,498; 13,008; 3374; 0; 3348; 201,674; 13,813; 3374; 0; 3905; 383,331; 14,627; 3374; 0; 3352
33c.sql; 1298,988; 19,494; 14489; 0; 6709; 223,783; 20,489; 14495; 0; 7911; 195,995; 18,306; 14491; 0; 7296; 624,752; 19,119; 14486; 0; 6738; 1574,353; 21,591; 14485; 0; 7622; 713,995; 20,705; 14491; 0; 7032; 331,998; 19,481; 14491; 0; 7172; 507,012; 19,13; 14495; 0; 7357; 216,426; 20,176; 14488; 0; 7017; 739,431; 17,676; 14490; 0; 7012
