Query; PlannerTime_1; ExecutionTime_1; SharedHits_1; SharedReads_1; PageFaults_1                     ; PlannerTime_2; ExecutionTime_2; SharedHits_2; SharedReads_2; PageFaults_2                     ; PlannerTime_3; ExecutionTime_3; SharedHits_3; SharedReads_3; PageFaults_3                     ; PlannerTime_4; ExecutionTime_4; SharedHits_4; SharedReads_4; PageFaults_4                     ; PlannerTime_5; ExecutionTime_5; SharedHits_5; SharedReads_5; PageFaults_5                     ; PlannerTime_6; ExecutionTime_6; SharedHits_6; SharedReads_6; PageFaults_6                     ; PlannerTime_7; ExecutionTime_7; SharedHits_7; SharedReads_7; PageFaults_7                     ; PlannerTime_8; ExecutionTime_8; SharedHits_8; SharedReads_8; PageFaults_8                     ; PlannerTime_9; ExecutionTime_9; SharedHits_9; SharedReads_9; PageFaults_9                     ; PlannerTime_10; ExecutionTime_10; SharedHits_10; SharedReads_10; PageFaults_10
23b.sql; 37,788; 116,43; 28228; 1153; 18101; 61,782; 234,304; 26786; 2595; 20024; 40,633; 130,416; 27985; 1396; 18916; 44,134; 183,131; 27486; 1895; 18728; 42,001; 144,409; 28147; 1234; 18725; 43,8; 160,147; 27938; 1443; 19421; 42,543; 217,11; 25478; 3903; 21976; 43,192; 102,243; 28622; 759; 18652; 46,784; 253,5; 26319; 3062; 20589; 48,918; 151,012; 26357; 3024; 20804
23c.sql; 42,612; 3413,923; 86050; 106363; 258370; 55,306; 3177,606; 123784; 68629; 192249; 45,138; 2937,327; 132453; 59960; 180758; 48,57; 2212,614; 152261; 40152; 159366; 42,483; 981,723; 183646; 8767; 126809; 42,911; 2367,294; 142848; 49565; 165851; 53,93; 2628,957; 103803; 88610; 229587; 42,451; 2849,189; 133895; 58518; 186185; 48,396; 3344,07; 84548; 107865; 255785; 43,678; 3203,252; 65924; 126487; 285710
24a.sql; 101,173; 2664,7; 3485547; 11250; 82888; 90,902; 3594,708; 3472041; 24756; 100254; 100,611; 3232,809; 3476011; 20786; 95199; 88,368; 4929,68; 3456860; 39937; 117924; 102,091; 4729,039; 3469031; 27766; 102384; 106,886; 3895,264; 3473278; 23519; 98530; 86,467; 3043,294; 3483821; 12976; 85313; 89,025; 3361,366; 3472840; 23957; 97744; 101,839; 3143,079; 3470373; 26424; 102047; 91,372; 8021,246; 3444437; 52360; 143505
24b.sql; 104,323; 164,367; 65165; 1140; 28834; 98,533; 231,941; 64250; 2055; 29522; 91,113; 371,146; 61462; 4843; 33239; 98,026; 429,346; 58240; 8065; 36573; 81,529; 259,827; 63395; 2910; 31362; 94,308; 135,744; 65582; 723; 27977; 83,243; 258,441; 63514; 2791; 30646; 83,716; 351,449; 59868; 6437; 34531; 85,407; 237,318; 63912; 2393; 29893; 80,855; 179,376; 64896; 1409; 29136
25a.sql; 17,498; 22361,316; 4782977; 295319; 238116; 32,376; 24591,245; 4727001; 351295; 236611; 16,629; 25474,907; 4728365; 349931; 275576; 24,62; 19998,549; 4820678; 257618; 214643; 16,303; 28383,398; 4686176; 392120; 313503; 21,223; 21282,266; 4760735; 317561; 223993; 23,155; 23765,98; 4727248; 351048; 227724; 23,981; 19759,27; 4772805; 305491; 199198; 18,518; 32126,19; 4596140; 482156; 467016; 40,512; 20090,547; 4785406; 292890; 191623
25b.sql; 15,811; 963,37; 403800; 10961; 85419; 24,163; 1371,616; 395285; 19476; 103893; 16,36; 1812,943; 383745; 31016; 114703; 15,097; 2242,073; 384888; 29873; 112297; 22,098; 2298,539; 384977; 29784; 117114; 19,323; 1565,693; 394903; 19858; 103200; 17,667; 684,93; 408829; 5932; 82906; 20,006; 1515,805; 397275; 17486; 97422; 19,594; 1641,694; 394177; 20584; 103695; 16,361; 371,58; 414664; 97; 75026
25c.sql; 17,294; 28033,907; 8265040; 455089; 512755; 24,829; 44334,662; 8177281; 542848; 603512; 22,56; 26860,932; 8258048; 462081; 577294; 16,938; 48571,843; 8274537; 445592; 441847; 21,218; 39263,239; 8189327; 530802; 601136; 16,162; 22620,125; 8370061; 350068; 344532; 16,229; 31557,602; 8224448; 495681; 556842; 17,263; 32576,831; 8272394; 447735; 518232; 36,499; 32303,85; 8220654; 499475; 585217; 29,928; 29777,938; 8271274; 448855; 500817
26a.sql; 103,377; 3799,707; 798778; 53800; 173275; 95,934; 4218,041; 793478; 59100; 177239; 96,77; 3722,206; 801453; 51125; 178614; 109,129; 4276,686; 792762; 59816; 180997; 86,161; 7759,018; 727508; 125070; 281989; 92,416; 2202,361; 829226; 23352; 147601; 86,196; 4059,737; 794095; 58483; 188023; 92,522; 4049,353; 795624; 56954; 184999; 122,336; 4541,437; 780007; 72571; 196672; 85,024; 3718,012; 799788; 52790; 182501
26b.sql; 99,447; 1375,009; 68553; 19398; 52341; 101,03; 791,775; 80993; 6958; 38352; 94,131; 1101,354; 75278; 12673; 45640; 102,067; 801,678; 80394; 7557; 39120; 97,411; 261,745; 86190; 1761; 31589; 101,314; 463,236; 84160; 3791; 34363; 105,707; 1346,817; 69575; 18375; 50432; 85,956; 1194,384; 73118; 14833; 47501; 95,594; 547,623; 83166; 4785; 35057; 91,778; 750,825; 81000; 6951; 38650
26c.sql; 91,202; 6449,133; 2252826; 89465; 214914; 100,193; 5979,709; 2257913; 84372; 194132; 89,62; 7488,764; 2234785; 107514; 217084; 97,871; 6531,204; 2245631; 96672; 216798; 105,588; 6303,397; 2256106; 86185; 195993; 93,076; 2783,885; 2317948; 24353; 151430; 98,764; 15692,766; 2085522; 256769; 434860; 118,654; 8391,086; 2221751; 120546; 239497; 90,456; 5645,438; 2272431; 69874; 180827; 91,514; 14299,317; 2121087; 221202; 399996
27a.sql; 98,787; 8,679; 2312; 45; 2577; 89,941; 13,947; 2196; 161; 2790; 85,28; 13,716; 2190; 167; 2758; 77,606; 8,132; 2288; 69; 2653; 75,595; 14,045; 2232; 125; 2693; 81,794; 18,914; 2195; 162; 2652; 77,919; 18,59; 2188; 169; 2759; 90,13; 18,998; 2188; 169; 2800; 82,898; 13,08; 2239; 118; 2711; 90,721; 16,337; 2201; 156; 2736
27b.sql; 89,9; 16,201; 2526; 173; 2873; 91,07; 18,876; 2529; 170; 2770; 87,279; 16,112; 2576; 123; 2717; 74,606; 4,889; 2699; 0; 2496; 96,35; 6,104; 2699; 0; 2475; 82,531; 15,314; 2528; 171; 2786; 74,532; 17,353; 2572; 127; 2700; 97,496; 16,275; 2528; 171; 2928; 80,73; 10,191; 2642; 57; 2561; 88,418; 16,416; 2526; 173; 2870
27c.sql; 94,336; 17,673; 2706; 145; 2831; 89,646; 9,496; 2785; 66; 2656; 104,281; 7,87; 2792; 59; 2630; 91,573; 15,502; 2723; 128; 2724; 86,94; 6,813; 2791; 60; 2605; 86,564; 7,979; 2792; 59; 2653; 117,75; 14,083; 2731; 120; 2712; 91,455; 7,269; 2848; 3; 2505; 83,575; 15,758; 2722; 129; 2725; 84,549; 18,093; 2702; 149; 2747
28a.sql; 132,55; 2196,84; 646788; 36346; 120586; 116,456; 2932,985; 642473; 40661; 124358; 110,356; 1858,234; 665425; 17709; 93125; 97,262; 976,864; 677115; 6019; 74536; 100,337; 1862,114; 664328; 18806; 98544; 109,163; 1676,609; 665232; 17902; 92556; 108,119; 981,755; 679236; 3898; 80457; 126,18; 1114,914; 679210; 3924; 65013; 103,149; 1516,815; 671884; 11250; 86943; 100,727; 1054,643; 678104; 5030; 71639
28b.sql; 119,314; 1076,75; 408583; 10557; 76061; 96,815; 669,94; 414600; 4540; 68952; 109,195; 2202,092; 386426; 32714; 102668; 94,141; 403,821; 418899; 241; 55292; 97,162; 1503,752; 407444; 11696; 68139; 105,798; 491,447; 417243; 1897; 61478; 100,593; 1837,865; 388877; 30263; 101249; 100,938; 567,091; 414449; 4691; 64074; 134,824; 1871,406; 393427; 25713; 96840; 178,067; 1994,263; 387573; 31567; 106151
28c.sql; 110,987; 3122,163; 1490731; 10278; 82855; 131,248; 3387,909; 1485019; 15990; 95954; 111,512; 6938,185; 1441504; 59505; 154874; 102,238; 4935,154; 1466818; 34191; 118701; 156,413; 6900,902; 1445234; 55775; 141115; 104,812; 2151,226; 1497995; 3014; 82014; 119,723; 5385,958; 1456759; 44250; 133336; 99,247; 3550,392; 1480243; 20766; 96417; 101,325; 2321,024; 1491308; 9701; 86699; 98,367; 6211,979; 1451256; 49753; 132060
29a.sql; 116,7; 105,472; 19596; 318; 7194; 129,851; 66,413; 18874; 1040; 8542; 134,684; 90,14; 19401; 513; 7998; 142,721; 68,809; 19508; 406; 7603; 122,686; 67,357; 19609; 305; 7843; 133,395; 59,311; 19656; 258; 7611; 122,207; 101,447; 19513; 401; 7815; 120,849; 27,382; 19911; 3; 6823; 117,558; 81,964; 19087; 827; 8550; 128,555; 87,595; 19465; 449; 7490
29b.sql; 129,452; 80,99; 5049; 315; 7456; 121,718; 102,361; 5126; 238; 7724; 130,462; 53,338; 5082; 282; 7505; 139,016; 73,238; 4858; 506; 7606; 128,571; 108,784; 4561; 803; 8075; 120,582; 46,626; 5140; 224; 7971; 146,19; 116,843; 4343; 1021; 9231; 123,752; 49,634; 5042; 322; 7801; 115,178; 64,451; 5019; 345; 8097; 120,997; 45,193; 5181; 183; 7102
29c.sql; 133,094; 2149,599; 3264949; 4138; 19041; 124,551; 2062,602; 3266024; 3063; 18996; 139,607; 2465,742; 3262209; 6878; 23182; 153,416; 2107,955; 3263827; 5260; 21645; 157,246; 2435,998; 3262617; 6470; 22461; 128,5; 2339,748; 3266256; 2831; 18341; 134,565; 1860,993; 3267502; 1585; 17143; 119,469; 1987,859; 3267237; 1850; 17183; 135,5; 2211,651; 3266482; 2605; 17798; 131,407; 1999,505; 3266642; 2445; 18210
30a.sql; 95,581; 16139,151; 3826947; 238566; 323163; 79,239; 26426,018; 3828518; 236995; 292262; 92,042; 13430,661; 3848409; 217104; 275027; 101,141; 21082,709; 3763804; 301709; 411139; 85,922; 13551,8; 3854692; 210821; 273256; 93,727; 29377,436; 3815655; 249858; 395522; 92,905; 21727,091; 3743633; 321880; 390829; 88,458; 21233,735; 3702452; 363061; 458941; 89,063; 17408,102; 3759893; 305620; 399375; 92,106; 19968,032; 3791127; 274386; 335868
30b.sql; 84,027; 1878,577; 506620; 21345; 110295; 85,462; 2774,225; 481892; 46073; 142690; 82,242; 1053,006; 517348; 10617; 99316; 92,395; 568,258; 525332; 2633; 77306; 84,928; 2129,6; 497537; 30428; 117107; 84,499; 1717,413; 504049; 23916; 108430; 88,704; 2261,234; 491491; 36474; 127881; 84,261; 1499,221; 509358; 18607; 101943; 99,659; 1341,665; 510370; 17595; 108822; 111,852; 2162,302; 495453; 32512; 119782
30c.sql; 92,366; 23853,854; 6834745; 372686; 225942; 124,627; 25615,742; 6791219; 416212; 230055; 99,08; 25562,788; 6787881; 419550; 235901; 87,684; 23903,966; 6806370; 401061; 229070; 95,793; 23088,959; 6862426; 345005; 236269; 96,689; 15340,255; 6971559; 235872; 271444; 83,922; 24077,103; 6832346; 375085; 218775; 104,671; 28082,846; 6792072; 415359; 285574; 87,264; 25552,767; 6832952; 374479; 260037; 101,695; 31715,347; 6708968; 498463; 386202
31a.sql; 65,48; 4388,631; 5284944; 64590; 199111; 74,085; 4736,15; 5262945; 86589; 231832; 77,169; 5087,951; 5275835; 73699; 193964; 74,248; 4368,223; 5287061; 62473; 189338; 64,506; 4404,074; 5303184; 46350; 165293; 66,201; 3269,464; 5331440; 18094; 130035; 61,974; 4088,456; 5302611; 46923; 169318; 70,597; 4197,18; 5307213; 42321; 164655; 64,653; 3462,513; 5307003; 42531; 171685; 76,529; 4249,065; 5294027; 55507; 176202
31b.sql; 53,687; 788,338; 522289; 5460; 94342; 49,492; 1367,36; 513098; 14651; 103190; 53,438; 1866,685; 500556; 27193; 113752; 53,924; 1888,288; 502939; 24810; 107038; 53,677; 1108,779; 515157; 12592; 103852; 58,881; 2009,331; 497199; 30550; 120494; 60,886; 1664,756; 505967; 21782; 111294; 56,933; 1749,896; 505970; 21779; 113228; 54,394; 1342,702; 511313; 16436; 107693; 56,975; 1452,093; 510826; 16923; 107605
31c.sql; 58,106; 4737,525; 5344488; 36462; 138980; 67,0; 3168,026; 5360888; 20062; 137447; 60,738; 3989,209; 5337497; 43453; 166788; 63,665; 4113,537; 5353304; 27646; 139330; 66,992; 3701,294; 5330314; 50636; 182463; 71,045; 4654,857; 5330800; 50150; 169924; 64,461; 4085,361; 5339187; 41763; 159171; 57,358; 4304,639; 5336562; 44388; 158927; 58,004; 3818,518; 5351432; 29518; 149539; 73,581; 3335,592; 5354888; 26062; 140131
32a.sql; 4,249; 17,288; 1716; 0; 4472; 41,693; 19,038; 1716; 0; 4765; 5,92; 23,443; 1716; 0; 4993; 6,5; 20,33; 1716; 0; 5244; 7,792; 20,82; 2; 1714; 6840; 5,085; 18,865; 1716; 0; 4782; 6,475; 18,219; 1716; 0; 5050; 3,051; 17,715; 1716; 0; 4501; 14,111; 27,806; 1716; 0; 4948; 4,503; 15,771; 1716; 0; 4876
32b.sql; 3,987; 1215,425; 94601; 11033; 29692; 5,904; 126,695; 105502; 132; 18112; 4,502; 627,967; 101095; 4539; 25630; 5,538; 91,951; 105539; 95; 11706; 4,593; 448,446; 102294; 3340; 22199; 3,386; 475,079; 102189; 3445; 22536; 6,371; 387,463; 102979; 2655; 21849; 4,372; 1240,886; 94771; 10863; 31954; 5,182; 1200,896; 95236; 10398; 31082; 5,128; 303,556; 104054; 1580; 20375
33a.sql; 99,802; 23,084; 3922; 281; 6927; 89,523; 31,085; 4055; 144; 6625; 94,508; 34,138; 4014; 196; 6704; 91,712; 39,118; 3385; 812; 7487; 95,785; 23,132; 3834; 383; 6866; 87,036; 27,906; 4072; 142; 6801; 106,734; 33,08; 3782; 438; 6914; 104,832; 32,541; 3564; 645; 7176; 88,6; 30,987; 3554; 657; 7054; 93,517; 32,204; 3796; 403; 6962
33b.sql; 112,514; 49,346; 2782; 592; 3780; 89,305; 36,868; 2940; 434; 3620; 87,778; 33,151; 2927; 447; 3684; 99,229; 39,21; 2732; 642; 3828; 91,171; 37,276; 2936; 438; 3650; 106,265; 43,118; 2829; 545; 3758; 92,1; 33,848; 3014; 360; 3473; 89,082; 44,414; 2840; 534; 3680; 90,036; 38,507; 3032; 342; 3516; 85,222; 20,105; 3372; 2; 2981
33c.sql; 95,142; 37,542; 13847; 657; 7460; 104,916; 34,794; 13779; 726; 7361; 104,89; 37,691; 13768; 738; 7481; 94,67; 32,737; 13972; 538; 7176; 90,39; 41,653; 13740; 755; 7479; 108,202; 43,273; 14196; 310; 7060; 90,239; 29,973; 14184; 319; 6584; 92,732; 35,794; 13962; 544; 7286; 101,374; 41,34; 14217; 289; 6502; 96,233; 38,55; 14017; 508; 7316
