Query; PlannerTime_1; ExecutionTime_1; SharedHits_1; SharedReads_1; PageFaults_1                     ; PlannerTime_2; ExecutionTime_2; SharedHits_2; SharedReads_2; PageFaults_2                     ; PlannerTime_3; ExecutionTime_3; SharedHits_3; SharedReads_3; PageFaults_3                     ; PlannerTime_4; ExecutionTime_4; SharedHits_4; SharedReads_4; PageFaults_4                     ; PlannerTime_5; ExecutionTime_5; SharedHits_5; SharedReads_5; PageFaults_5                     ; PlannerTime_6; ExecutionTime_6; SharedHits_6; SharedReads_6; PageFaults_6                     ; PlannerTime_7; ExecutionTime_7; SharedHits_7; SharedReads_7; PageFaults_7                     ; PlannerTime_8; ExecutionTime_8; SharedHits_8; SharedReads_8; PageFaults_8                     ; PlannerTime_9; ExecutionTime_9; SharedHits_9; SharedReads_9; PageFaults_9                     ; PlannerTime_10; ExecutionTime_10; SharedHits_10; SharedReads_10; PageFaults_10
1a.sql; 4,987; 263,195; 10952; 4746; 26828; 3,478; 268,007; 1901; 13795; 36150; 3,245; 185,138; 15402; 294; 18311; 3,884; 274,076; 3835; 11861; 33975; 2,902; 230,497; 1979; 13719; 34569; 2,676; 276,438; 2654; 13044; 34098; 6,192; 257,391; 10067; 5629; 26636; 2,519; 232,732; 15143; 553; 21874; 3,651; 257,74; 3740; 11958; 32862; 1,902; 205,817; 15354; 344; 22034
1b.sql; 4,207; 186,622; 13029; 723; 21252; 4,98; 283,627; 117; 13635; 32727; 6,631; 307,805; 325; 13429; 32475; 2,262; 236,058; 491; 13263; 31950; 4,381; 312,156; 128; 13626; 32848; 6,015; 256,428; 6889; 6863; 26750; 11,044; 286,835; 6074; 7680; 27760; 2,28; 192,552; 13535; 219; 18322; 2,061; 239,056; 10197; 3555; 24213; 2,688; 328,151; 4112; 9642; 30210
1c.sql; 2,353; 165,151; 15172; 0; 21180; 2,347; 345,472; 10177; 4995; 26785; 2,677; 255,516; 9492; 5680; 27120; 7,981; 332,365; 6461; 8711; 30118; 6,118; 276,784; 3691; 11481; 31552; 3,61; 251,488; 8982; 6192; 27392; 4,698; 314,475; 1491; 13681; 33718; 3,195; 248,228; 3741; 11433; 32050; 2,342; 228,421; 10027; 5145; 26870; 3,473; 283,88; 8238; 6936; 28727
1d.sql; 1,768; 168,479; 13757; 22; 20439; 3,435; 240,207; 9683; 4096; 25075; 7,388; 290,86; 138; 13641; 33641; 3,05; 155,217; 13779; 0; 15828; 4,079; 249,792; 8729; 5050; 26403; 2,666; 177,993; 13776; 1; 20444; 3,186; 225,554; 7714; 6065; 26119; 6,463; 202,17; 10285; 3494; 24019; 2,597; 188,774; 13779; 0; 18752; 2,764; 168,688; 13751; 26; 20036
2a.sql; 2,512; 1514,082; 1017962; 11625; 58062; 2,605; 1229,76; 1023256; 6331; 50707; 1,88; 1590,563; 1012245; 17342; 62845; 2,866; 1224,633; 1019196; 10391; 53417; 2,476; 1023,213; 1026198; 3389; 46957; 2,574; 909,264; 1026192; 3395; 43619; 3,281; 1223,417; 1023630; 5957; 50323; 3,088; 796,208; 1028267; 1320; 43040; 2,502; 1553,546; 1019447; 10140; 57202; 1,925; 759,41; 1028974; 613; 44203
2b.sql; 9,257; 2569,0; 961978; 46037; 98613; 2,756; 1290,559; 998472; 9543; 47400; 2,406; 1368,694; 998263; 9752; 52957; 2,046; 2035,281; 984126; 23889; 69026; 17,612; 1874,802; 984678; 23337; 68119; 2,719; 1488,372; 996769; 11246; 49157; 2,806; 2544,364; 967332; 40683; 93670; 13,255; 2066,467; 970397; 37618; 90213; 4,002; 1701,822; 993493; 14522; 61927; 3,051; 1348,509; 996491; 11524; 53668
2c.sql; 2,805; 1532,406; 953285; 26478; 68857; 2,364; 1502,173; 962027; 17736; 58438; 2,667; 1270,451; 968189; 11574; 51604; 2,737; 1625,349; 963953; 15810; 56617; 5,877; 1178,499; 963224; 16539; 54917; 2,681; 1079,005; 971546; 8217; 50449; 14,921; 1589,355; 960349; 19414; 64142; 2,585; 1660,106; 946850; 32913; 81681; 2,647; 1428,2; 963556; 16207; 61196; 15,266; 1975,167; 945389; 34374; 82953
2d.sql; 2,476; 2757,818; 1131278; 23369; 84519; 2,576; 3098,723; 1122547; 32100; 96496; 1,908; 3028,403; 1122937; 31710; 96418; 3,841; 4051,881; 1126346; 28301; 85774; 2,929; 1604,688; 1145121; 9526; 63756; 2,894; 1028,413; 1153453; 1194; 52554; 3,083; 1816,236; 1121913; 32734; 90866; 2,657; 2433,423; 1143991; 10656; 71239; 3,99; 3272,799; 1133172; 21475; 84450; 2,142; 3496,105; 1133321; 21326; 82274
3a.sql; 3,801; 1577,705; 98441; 13320; 58788; 3,284; 990,932; 102836; 8925; 56733; 1,63; 2016,406; 91910; 19851; 70203; 3,104; 2171,339; 93006; 18755; 66489; 3,391; 1915,99; 92998; 18763; 69973; 16,522; 2465,376; 82620; 29141; 81286; 2,065; 1392,49; 97428; 14333; 62786; 2,94; 1891,747; 92880; 18881; 68033; 2,28; 199,0; 111761; 0; 44618; 12,579; 2046,698; 91267; 20494; 68685
3b.sql; 7,12; 931,612; 75120; 10729; 49786; 3,207; 481,389; 82683; 3166; 40010; 2,904; 243,654; 85278; 571; 38258; 1,612; 1567,212; 70374; 15475; 54385; 2,264; 592,334; 80230; 5619; 42458; 2,222; 269,509; 84361; 1488; 39002; 5,571; 1687,259; 69507; 16342; 56750; 2,548; 1161,685; 76378; 9471; 48330; 2,378; 530,612; 82670; 3179; 39553; 2,431; 846,14; 76660; 9189; 46718
3c.sql; 2,194; 1866,772; 175426; 15577; 69063; 2,581; 3425,833; 159747; 31256; 99429; 2,927; 2157,959; 166317; 24686; 92283; 12,02; 2765,508; 156734; 34269; 97964; 3,045; 4338,976; 143811; 47192; 121276; 3,366; 2258,88; 168735; 22268; 86092; 6,222; 1686,747; 177572; 13431; 76181; 2,463; 1957,917; 169877; 21126; 82072; 11,869; 4197,163; 147043; 43960; 117930; 11,429; 3328,754; 158501; 32502; 102424
4a.sql; 3,312; 399,676; 87955; 3216; 31872; 3,018; 815,665; 82922; 8249; 38053; 4,256; 228,237; 89786; 1385; 30841; 2,371; 150,965; 90794; 377; 26495; 10,828; 842,8; 83718; 7453; 37626; 9,74; 414,869; 87059; 4112; 34264; 2,944; 267,69; 89884; 1287; 30030; 3,373; 145,378; 91171; 0; 28509; 12,272; 504,583; 87173; 3998; 33862; 3,428; 375,651; 86577; 4594; 33313
4b.sql; 2,625; 89,686; 62092; 45; 19270; 3,182; 97,734; 61826; 311; 19868; 1,864; 126,046; 61583; 554; 21438; 2,667; 303,329; 59002; 3135; 23512; 5,35; 532,787; 55984; 6153; 27542; 2,419; 112,324; 61426; 711; 20050; 3,307; 222,448; 59865; 2272; 21338; 2,874; 203,375; 60405; 1732; 22804; 2,463; 94,804; 61943; 194; 20697; 2,521; 169,999; 60508; 1629; 22981
4c.sql; 2,447; 150,832; 98850; 317; 29590; 16,428; 593,255; 91164; 8003; 39217; 2,436; 142,572; 99166; 1; 30491; 2,96; 133,248; 99030; 137; 27844; 3,612; 363,406; 96304; 2863; 33830; 2,338; 214,132; 97965; 1202; 31376; 2,693; 452,967; 94176; 4991; 34868; 2,684; 482,238; 92544; 6623; 37951; 2,665; 331,061; 95951; 3216; 34111; 2,469; 132,572; 99167; 0; 29186
5a.sql; 2,876; 441,338; 20148; 14778; 56130; 3,456; 477,005; 7686; 27240; 68757; 11,461; 436,731; 25195; 9731; 51479; 4,88; 448,858; 18560; 16366; 58396; 9,617; 456,599; 83; 34843; 77491; 4,964; 473,207; 17922; 17004; 60128; 5,602; 275,508; 34926; 0; 39441; 5,673; 439,101; 24228; 10698; 51517; 3,725; 272,344; 34926; 0; 39801; 2,629; 259,134; 34926; 0; 37214
5b.sql; 6,798; 422,641; 65; 34795; 77143; 9,062; 439,751; 208; 34652; 78110; 2,471; 416,304; 18458; 16402; 56175; 5,996; 471,841; 18670; 16190; 56841; 4,386; 440,591; 22; 34838; 79637; 3,27; 368,241; 20569; 14291; 55083; 2,769; 429,048; 27514; 7346; 45596; 3,584; 262,943; 34816; 44; 40285; 4,694; 475,764; 15365; 19495; 61781; 3,19; 260,449; 34860; 0; 36642
5c.sql; 2,696; 488,032; 48072; 2716; 52499; 2,838; 869,15; 28578; 22175; 74313; 3,49; 573,175; 33653; 17112; 68437; 6,018; 885,72; 29360; 21393; 72185; 3,465; 663,599; 40819; 9969; 56023; 2,284; 698,16; 14703; 36050; 89653; 6,043; 816,073; 22673; 28080; 79186; 3,062; 691,444; 33870; 16848; 68720; 3,056; 512,89; 44437; 6316; 56248; 12,645; 610,275; 45046; 5719; 52515
6f.sql; 3,329; 21229,16; 7123857; 289879; 331788; 4,069; 14178,478; 7251992; 161744; 183507; 2,506; 11395,843; 7291625; 122111; 169035; 3,495; 17852,153; 7167402; 246334; 298265; 2,71; 17200,792; 7171005; 242731; 293549; 3,255; 16898,908; 7198984; 214752; 218772; 2,785; 17922,319; 7162554; 251182; 308156; 3,069; 8432,788; 7335458; 78278; 157990; 14,537; 9810,502; 7310334; 103402; 176529; 3,501; 8911,7; 7323148; 90588; 164514
6a.sql; 3,023; 923,014; 30208; 6834; 23680; 3,048; 104,191; 36812; 230; 16854; 2,907; 455,461; 33494; 3548; 20831; 5,686; 158,488; 35084; 1958; 20076; 3,745; 585,766; 32826; 4216; 22038; 2,997; 84,707; 37001; 41; 17297; 5,455; 237,969; 35768; 1274; 17803; 2,953; 857,084; 30553; 6489; 24180; 3,457; 834,093; 30542; 6500; 24010; 4,596; 672,942; 30087; 6955; 25314
6b.sql; 3,351; 4989,338; 1362359; 70323; 185562; 2,451; 3111,805; 1395455; 37227; 150394; 4,062; 2195,27; 1414679; 18003; 142769; 2,688; 4969,243; 1366808; 65874; 183435; 2,904; 4345,437; 1372628; 60054; 180464; 2,336; 2868,819; 1399974; 32708; 156854; 3,551; 8078,094; 1315580; 117102; 243104; 8,339; 6052,34; 1344158; 88524; 210804; 3,635; 7003,978; 1326756; 105926; 242077; 2,944; 6092,397; 1342837; 89845; 216441
6c.sql; 3,521; 47,295; 19984; 30; 9417; 3,054; 80,493; 19750; 264; 12549; 5,984; 457,205; 15435; 4579; 16768; 2,905; 119,819; 19456; 558; 12496; 3,627; 411,999; 16526; 3488; 15902; 2,847; 49,748; 19991; 23; 11603; 3,797; 66,911; 19876; 138; 11508; 11,711; 142,175; 19396; 618; 12898; 7,362; 528,069; 15299; 4715; 17045; 2,876; 311,942; 16872; 3142; 14798
6d.sql; 3,624; 13971,537; 7237234; 176502; 242160; 2,708; 13443,905; 7259140; 154596; 180880; 4,098; 17516,527; 7176735; 237001; 273132; 3,428; 7340,949; 7350281; 63455; 151843; 3,191; 10418,778; 7312038; 101698; 163609; 6,925; 11803,177; 7255832; 157904; 248726; 2,748; 14014,142; 7238078; 175658; 255227; 6,62; 10652,093; 7295129; 118607; 173746; 4,07; 12414,144; 7250636; 163100; 250773; 3,913; 7946,514; 7330979; 82757; 163538
6e.sql; 3,061; 799,278; 34755; 6791; 25368; 3,328; 220,04; 40353; 1193; 20148; 3,584; 230,349; 40737; 809; 19780; 7,447; 668,591; 35104; 6442; 25970; 5,321; 617,699; 37346; 4200; 23081; 6,294; 90,629; 41513; 33; 18939; 7,92; 822,896; 34520; 7026; 27253; 3,237; 95,639; 41501; 45; 19064; 6,125; 111,749; 39657; 1889; 20313; 5,262; 796,272; 34719; 6827; 23893
7a.sql; 10,514; 1497,555; 64983; 9360; 30707; 9,201; 1206,619; 65767; 8576; 30686; 11,627; 1945,706; 60163; 14180; 37832; 23,899; 1115,613; 66614; 7729; 29707; 11,209; 1387,449; 64833; 9510; 31503; 19,278; 1467,127; 63225; 11118; 33167; 12,303; 1051,152; 67553; 6790; 28176; 14,548; 1215,332; 66408; 7935; 30038; 12,251; 2121,777; 58842; 15501; 37818; 12,636; 1424,519; 63461; 10882; 33684
7b.sql; 9,494; 228,79; 27494; 1700; 12604; 16,319; 773,987; 24006; 5188; 16283; 8,91; 317,176; 27250; 1944; 12784; 9,106; 428,209; 26507; 2687; 13804; 12,224; 287,796; 27615; 1579; 12549; 12,774; 320,09; 26669; 2525; 13479; 12,577; 702,28; 24089; 5105; 16334; 15,384; 345,118; 26561; 2633; 13658; 26,002; 935,621; 22168; 7026; 18655; 21,207; 331,194; 26995; 2199; 13223
7c.sql; 17,833; 5148,42; 888693; 167235; 353791; 13,734; 3412,613; 946083; 109845; 264467; 9,217; 3909,373; 950803; 105125; 233412; 11,806; 5070,955; 888527; 167401; 349516; 17,455; 4568,968; 869996; 185932; 402832; 14,305; 3137,789; 958713; 97215; 250346; 18,747; 5451,698; 870811; 185117; 373216; 9,87; 4259,934; 893897; 162031; 347903; 12,496; 3189,402; 955651; 100277; 229792; 8,988; 4620,545; 878025; 177903; 385647
8a.sql; 9,363; 8254,786; 3595577; 193749; 352597; 4,779; 7171,242; 3616879; 172447; 334074; 7,541; 3320,265; 3709770; 79556; 270292; 5,532; 5658,248; 3657811; 131515; 295659; 8,819; 12044,072; 3496949; 292377; 446600; 6,622; 8190,089; 3587294; 202032; 341548; 10,302; 8340,456; 3595410; 193916; 381419; 5,251; 10540,42; 3540599; 248727; 411858; 10,491; 6107,683; 3642737; 146589; 323224; 9,005; 8174,616; 3584333; 204993; 359994
8b.sql; 3,859; 424,763; 97327; 14669; 65770; 13,087; 437,873; 87403; 24593; 77476; 8,992; 683,386; 90217; 21779; 73414; 5,04; 330,202; 111082; 914; 48234; 9,646; 465,301; 107847; 4149; 53603; 11,678; 395,971; 103819; 8177; 59823; 13,255; 836,808; 71653; 40343; 94223; 9,51; 433,636; 96743; 15253; 66621; 6,805; 471,178; 88323; 23673; 76464; 5,312; 469,084; 106894; 5102; 54510
8c.sql; 8,706; 9845,474; 1551713; 86500; 273024; 14,962; 10089,374; 1549658; 77670; 244706; 18,416; 9920,236; 1478983; 161744; 432214; 11,943; 10104,193; 1564400; 86762; 292807; 7,05; 9017,703; 1554063; 76215; 262812; 4,092; 9656,228; 1568417; 64989; 213977; 6,326; 9120,907; 1590339; 62059; 243857; 6,445; 9098,982; 1522705; 129580; 374881; 5,418; 8132,097; 1601759; 50378; 240283; 9,22; 10055,996; 1519144; 131184; 388485
8d.sql; 9,482; 4022,444; 208750; 53555; 192901; 5,275; 3765,382; 193208; 69320; 211654; 5,747; 3616,602; 240148; 22067; 152845; 4,991; 3581,028; 241723; 20644; 156905; 14,482; 3910,363; 218575; 43824; 184075; 7,887; 3667,736; 186425; 76017; 214274; 18,358; 3547,819; 243131; 19349; 150374; 9,694; 3767,742; 229705; 32648; 164643; 7,115; 3454,367; 237464; 24800; 154375; 5,027; 3531,649; 238244; 24107; 145445
9a.sql; 20,224; 5800,608; 1049887; 95096; 270762; 11,029; 5035,101; 1050342; 94641; 314251; 11,716; 4945,572; 1032283; 112700; 317153; 11,633; 5804,874; 1054328; 90655; 273185; 12,701; 5477,473; 1088998; 55985; 233593; 14,955; 5453,357; 1067342; 77641; 269935; 15,701; 5793,187; 1068016; 76967; 277532; 17,178; 5066,504; 1077510; 67473; 259761; 15,653; 4816,264; 1069749; 75234; 277966; 16,898; 5249,986; 1016950; 128033; 346948
9b.sql; 10,573; 4271,709; 476150; 62263; 274054; 15,594; 4776,386; 463683; 74730; 276563; 8,98; 3755,814; 466759; 71654; 267984; 13,585; 4197,827; 471590; 66823; 256050; 17,157; 4201,578; 458985; 79428; 255104; 15,275; 5112,973; 463606; 74807; 268743; 10,082; 4951,265; 463296; 75117; 269706; 13,531; 4724,3; 453771; 84642; 268383; 15,004; 4055,048; 477160; 61253; 255305; 12,938; 4106,298; 448778; 89635; 310652
9c.sql; 43,851; 5020,785; 518622; 171992; 456897; 9,986; 4031,552; 673278; 17336; 199943; 16,44; 4233,293; 610292; 80322; 333870; 21,921; 5613,275; 625859; 64755; 241411; 19,517; 4355,103; 606506; 84108; 321960; 19,575; 3629,716; 683715; 6899; 199204; 18,778; 4775,285; 517696; 172918; 473908; 35,12; 6037,444; 536481; 154133; 408536; 15,198; 4912,501; 516642; 173972; 443244; 21,852; 5431,791; 552775; 137839; 398936
