Query; PlannerTime_1; ExecutionTime_1; SharedHits_1; SharedReads_1; PageFaults_1                     ; PlannerTime_2; ExecutionTime_2; SharedHits_2; SharedReads_2; PageFaults_2                     ; PlannerTime_3; ExecutionTime_3; SharedHits_3; SharedReads_3; PageFaults_3                     ; PlannerTime_4; ExecutionTime_4; SharedHits_4; SharedReads_4; PageFaults_4                     ; PlannerTime_5; ExecutionTime_5; SharedHits_5; SharedReads_5; PageFaults_5                     ; PlannerTime_6; ExecutionTime_6; SharedHits_6; SharedReads_6; PageFaults_6                     ; PlannerTime_7; ExecutionTime_7; SharedHits_7; SharedReads_7; PageFaults_7                     ; PlannerTime_8; ExecutionTime_8; SharedHits_8; SharedReads_8; PageFaults_8                     ; PlannerTime_9; ExecutionTime_9; SharedHits_9; SharedReads_9; PageFaults_9                     ; PlannerTime_10; ExecutionTime_10; SharedHits_10; SharedReads_10; PageFaults_10
13b.sql; 90,653; 1349,725; 3075797; 97040; 133420; 111,236; 1339,478; 3075797; 97040; 212980; 171,353; 1175,15; 3075797; 97040; 151734; 134,029; 1433,435; 3075797; 97040; 188532; 70,102; 1137,452; 3075797; 97040; 248539; 74,106; 1692,8; 3075797; 97040; 150216; 60,281; 1333,267; 3075797; 97040; 147365; 131,678; 1238,002; 3075797; 97040; 187480; 147,702; 1273,967; 3075797; 97040; 220362; 95,835; 1170,048; 3075797; 97040; 147995
13c.sql; 101,782; 1108,947; 3076363; 96284; 248066; 123,493; 1297,626; 3076363; 96284; 262819; 130,644; 1295,723; 3076363; 96284; 137920; 84,334; 1374,473; 3076363; 96284; 253556; 81,855; 1268,923; 3076363; 96279; 251244; 151,831; 2650,386; 3076363; 96284; 197215; 87,023; 1213,366; 3076363; 96284; 137118; 116,187; 1197,684; 3076363; 96284; 248477; 185,179; 1204,466; 3076363; 96284; 149581; 102,421; 1082,85; 3076363; 96284; 215044
13d.sql; 89,195; 9240,543; 24443573; 322924; 360414; 87,274; 8250,607; 24443573; 322924; 333588; 67,59; 8358,882; 24443573; 322924; 289451; 93,036; 9949,211; 24443573; 322924; 219284; 124,781; 8683,474; 24443573; 322924; 322060; 79,191; 10371,998; 24440607; 325890; 314129; 109,282; 8435,329; 24441590; 324907; 488463; 76,354; 8908,275; 24443573; 322924; 380850; 79,651; 8777,898; 24443573; 322924; 351837; 94,498; 9075,841; 24443573; 322924; 341486
14a.sql; 122,884; 647,664; 278866; 101974; 84788; 85,483; 700,115; 278866; 101974; 142256; 86,396; 648,463; 278866; 101974; 102664; 77,103; 2764,672; 278866; 101974; 123725; 118,454; 526,84; 278866; 101974; 159062; 85,232; 2367,163; 278866; 101974; 94513; 99,903; 673,029; 278866; 101974; 151518; 96,165; 594,35; 278866; 101974; 186122; 170,531; 574,332; 278866; 101974; 97461; 75,29; 579,872; 277101; 103739; 164013
14b.sql; 54,719; 265,781; 83184; 44396; 52686; 104,336; 276,068; 83184; 44396; 38094; 127,18; 288,116; 83184; 44396; 56201; 130,417; 272,859; 83184; 44396; 52561; 148,271; 284,712; 83184; 44396; 39286; 108,536; 279,497; 83184; 44396; 58940; 109,691; 271,94; 83184; 44396; 51684; 109,848; 285,378; 83184; 44396; 42030; 70,201; 265,355; 83184; 44396; 37227; 91,014; 282,756; 83184; 44396; 54948
14c.sql; 96,484; 1933,602; 521214; 138541; 231017; 124,752; 1846,633; 521214; 138541; 183227; 105,068; 1046,902; 521214; 138541; 96546; 127,718; 1974,886; 521214; 138541; 165826; 82,919; 933,104; 521214; 138541; 265415; 117,995; 4034,335; 521214; 138541; 13520; 95,088; 987,974; 521214; 138541; 159350; 87,548; 1138,955; 521214; 138541; 253898; 133,508; 954,865; 521214; 138541; 108533; 87,678; 1959,647; 521214; 138541; 96802
15a.sql; 103,458; 627,327; 308592; 86051; 98795; 84,491; 458,537; 308592; 86051; 141457; 115,42; 600,843; 308592; 86051; 172821; 71,173; 896,805; 308592; 86051; 106058; 109,85; 637,417; 308592; 86051; 87901; 117,636; 1461,832; 308592; 86051; 141056; 75,575; 503,588; 308592; 86051; 116442; 108,349; 497,528; 308592; 86051; 113978; 169,951; 654,512; 308592; 86051; 153559; 92,093; 588,072; 308592; 86051; 99685
15b.sql; 133,186; 122,135; 5844; 11176; 22265; 111,987; 85,189; 5844; 11168; 17779; 123,323; 90,326; 5844; 11176; 29125; 93,967; 100,303; 5844; 11176; 19693; 112,845; 89,608; 5844; 11168; 23832; 86,3; 65,09; 5844; 11176; 28924; 106,076; 65,89; 5844; 11168; 20070; 139,869; 115,081; 5844; 11168; 23187; 114,111; 49,149; 5844; 11168; 21803; 95,79; 76,394; 5844; 11168; 18987
15c.sql; 182,186; 2127,025; 176566; 294503; 57999; 99,988; 1151,509; 176566; 294503; 32822; 109,315; 1927,336; 176566; 294503; 105051; 115,691; 1914,495; 176566; 294503; 152325; 171,592; 1799,158; 176566; 294503; 46201; 142,904; 1845,781; 176566; 294503; 139252; 104,625; 1498,254; 176566; 294503; 72509; 117,84; 1589,003; 176566; 294503; 44387; 113,869; 2090,106; 176566; 294503; 49009; 126,983; 1666,439; 176566; 294503; 138885
15d.sql; 116,493; 2482,636; 611037; 309117; 69346; 129,594; 2040,345; 611037; 309117; 63463; 71,15; 2288,314; 611037; 309117; 111726; 109,845; 2629,603; 611037; 309117; 163558; 105,119; 2346,468; 611037; 309117; 147764; 96,026; 2692,323; 611037; 309117; 71501; 92,075; 2261,475; 611037; 309117; 83885; 71,33; 2312,422; 611037; 309117; 92256; 93,293; 1756,823; 611037; 309117; 66619; 95,854; 1630,922; 611037; 309117; 117644
16a.sql; 189,675; 372,948; 144878; 52532; 41040; 169,494; 322,738; 144878; 52532; 62757; 183,389; 373,28; 144878; 52532; 51586; 154,372; 372,115; 144878; 52532; 49288; 110,791; 349,194; 144878; 52532; 40665; 113,291; 508,209; 144878; 52532; 62926; 69,914; 322,594; 144878; 52532; 71633; 147,857; 326,138; 144878; 52532; 47897; 193,846; 313,865; 144878; 52532; 56222; 190,653; 399,527; 144878; 52532; 39581
16b.sql; 190,282; 19859,917; 30301752; 378029; 100026; 152,39; 23210,103; 30301752; 378029; 163626; 85,966; 23453,03; 30301752; 378029; 163830; 170,354; 28169,344; 30301752; 378029; 166166; 134,66; 20506,337; 30301752; 378029; 165082; 69,257; 32946,931; 30301752; 378029; 171413; 132,704; 21730,507; 30301752; 378029; 235313; 119,172; 20732,039; 30301752; 378029; 89445; 112,128; 19680,706; 30301752; 378029; 142638; 168,068; 21445,205; 30301752; 378029; 171658
16c.sql; 80,422; 3361,477; 2800719; 132416; 108816; 152,048; 3035,143; 2800719; 132416; 104425; 127,058; 2334,53; 2800719; 132416; 150496; 127,879; 6057,918; 2800719; 132416; 97875; 193,01; 2468,231; 2800719; 132416; 138947; 119,757; 8003,235; 2800719; 132416; 113534; 207,144; 3726,584; 2800719; 132416; 117954; 121,03; 3138,038; 2800719; 132416; 159005; 142,488; 2255,171; 2800719; 132416; 130804; 62,927; 2575,953; 2800719; 132416; 70233
16d.sql; 124,826; 3438,866; 2160754; 118279; 98319; 108,466; 3588,315; 2160754; 118279; 66879; 134,742; 3748,022; 2160754; 118279; 94012; 81,22; 1822,672; 2160754; 118279; 163950; 126,504; 2061,573; 2160754; 118279; 116470; 85,496; 6325,508; 2160754; 118279; 115754; 188,236; 1918,547; 2160754; 118279; 115903; 99,021; 3515,733; 2160754; 118279; 95059; 138,655; 4213,667; 2160754; 118279; 102038; 102,48; 1771,356; 2160754; 118279; 122037
17a.sql; 83,89; 21952,11; 10396599; 461732; 291214; 171,872; 8433,118; 10396599; 461732; 104673; 160,909; 8920,696; 10381955; 476376; 252454; 185,166; 13941,179; 10396599; 461732; 96605; 157,041; 8655,297; 10396599; 461732; 86447; 165,4; 14079,754; 10396599; 461732; 9833; 66,558; 9010,971; 10396599; 461732; 141525; 66,47; 10702,283; 10396575; 461756; 121439; 172,249; 9860,463; 10385587; 472744; 265505; 139,216; 9036,805; 10355423; 502908; 276886
17b.sql; 156,316; 6563,868; 5863563; 444092; 238794; 173,6; 6402,391; 5867898; 439757; 132088; 212,334; 6238,846; 5867884; 439771; 90148; 188,716; 16039,643; 5867861; 439794; 193474; 102,923; 6775,76; 5865474; 442181; 110810; 139,009; 11705,037; 5867898; 439757; 324296; 71,488; 6489,144; 5867898; 439757; 241948; 81,254; 6541,907; 5867898; 439757; 89592; 85,581; 10877,36; 5867898; 439757; 121335; 136,637; 6415,579; 5867898; 439757; 191784
17c.sql; 165,927; 5845,304; 5603495; 428044; 189370; 172,895; 7290,8; 5603495; 428044; 105415; 90,585; 6852,986; 5603495; 428044; 121048; 90,36; 16113,099; 5603495; 428044; 363760; 110,691; 6591,792; 5602692; 428847; 519153; 148,461; 13823,113; 5603495; 428044; 14507; 167,277; 7174,293; 5601372; 430167; 203802; 117,541; 6850,858; 5602043; 429496; 236643; 168,588; 6188,085; 5603495; 428044; 246568; 155,525; 6016,317; 5603495; 428044; 86370
17d.sql; 144,394; 18449,108; 5678364; 434932; 130053; 183,221; 6254,309; 5680867; 432429; 91138; 134,756; 6787,847; 5639056; 474240; 87117; 171,828; 7746,549; 5680867; 432429; 181508; 81,334; 6345,431; 5680867; 432429; 239612; 92,853; 20419,226; 5680867; 432429; 157378; 83,157; 7791,954; 5680867; 432429; 226151; 173,609; 6472,274; 5680867; 432429; 237406; 73,598; 6910,686; 5680867; 432429; 160194; 104,159; 7144,349; 5680867; 432429; 90903
17e.sql; 75,261; 17316,192; 19048187; 413567; 139065; 114,341; 12923,127; 19048187; 413567; 94426; 61,117; 12789,394; 19048187; 413567; 180620; 172,43; 13875,313; 19048187; 413567; 90887; 133,24; 12806,587; 19042037; 419717; 121953; 186,099; 19647,621; 19048187; 413567; 103755; 115,16; 13536,379; 19048187; 413567; 186004; 119,326; 13726,484; 19048187; 413567; 87741; 87,065; 12644,359; 19048135; 413619; 397548; 139,431; 12445,226; 19048187; 413567; 238358
17f.sql; 170,253; 12230,501; 11493099; 458591; 101375; 161,757; 10486,862; 11493099; 458591; 89335; 52,057; 9568,125; 11493099; 458591; 186726; 108,87; 14620,215; 11493099; 458591; 158920; 194,03; 9399,786; 11493099; 458591; 75921; 117,766; 27605,13; 11493099; 458591; 142277; 80,678; 11794,677; 11493099; 458591; 109088; 164,065; 9146,422; 11493099; 458591; 226024; 171,186; 9996,363; 11398071; 553619; 327832; 95,62; 10844,497; 11423935; 527755; 293633
18a.sql; 98,929; 1260,803; 162517; 142063; 247971; 109,026; 1053,038; 162517; 142063; 228660; 71,287; 668,801; 162517; 142063; 214165; 168,438; 1355,169; 162517; 142063; 248447; 181,094; 866,935; 162517; 142063; 225155; 73,738; 1653,763; 162517; 142063; 171768; 217,788; 926,726; 162517; 142063; 182495; 95,828; 1060,422; 162517; 142063; 231428; 135,607; 934,637; 162517; 142063; 161492; 147,595; 931,202; 162517; 142063; 235181
18b.sql; 86,213; 4909,195; 2175471; 425924; 403207; 75,604; 2478,762; 2175471; 425924; 332311; 84,344; 2725,859; 2175471; 425924; 333273; 59,445; 4933,769; 2175471; 425924; 391641; 183,094; 2407,728; 2175471; 425924; 326322; 87,179; 6320,681; 2175471; 425924; 414360; 151,948; 1765,798; 2175471; 425924; 412388; 168,914; 2436,082; 2175471; 425924; 341016; 97,843; 2931,287; 2175471; 425924; 369478; 91,093; 3334,689; 2170734; 430661; 310505
18c.sql; 176,243; 6774,083; 7481596; 718722; 372450; 162,33; 6527,777; 7481596; 718722; 287360; 52,709; 6933,052; 7481596; 718722; 323861; 45,37; 8856,344; 7481596; 718722; 307387; 170,161; 6570,558; 7481596; 718722; 289717; 167,238; 10320,959; 7481596; 718722; 8593; 154,697; 6371,648; 7481596; 718722; 300364; 186,012; 6220,005; 7481596; 718722; 263090; 100,265; 6224,557; 7481596; 718722; 302199; 66,871; 5970,743; 7481596; 718722; 366616
19a.sql; 186,704; 4063,084; 992418; 154856; 293307; 140,227; 4608,216; 992412; 154856; 291720; 208,737; 4657,922; 992402; 154859; 265087; 200,221; 4959,606; 992412; 154856; 262781; 153,676; 4130,353; 992402; 154856; 269114; 222,759; 5395,737; 992408; 154859; 161609; 194,662; 3859,947; 992409; 154859; 320460; 121,266; 3786,508; 992412; 154856; 162085; 128,578; 4110,434; 992406; 154861; 246559; 191,141; 4143,868; 992411; 154859; 339852
19b.sql; 148,885; 362,009; 18464; 68497; 126367; 227,982; 287,094; 18465; 68497; 131466; 160,605; 294,094; 18465; 68497; 120268; 127,29; 437,539; 18465; 68497; 131292; 199,777; 300,077; 18465; 68497; 71170; 119,959; 399,336; 18464; 68497; 74935; 181,48; 325,963; 18465; 68497; 84854; 180,815; 303,475; 18465; 68497; 70540; 212,028; 293,335; 18464; 68497; 68974; 188,33; 284,569; 18464; 68497; 71497
19c.sql; 227,354; 4804,799; 386295; 221991; 416392; 195,658; 4810,531; 386308; 221981; 357987; 216,55; 4745,537; 386292; 221994; 263490; 114,138; 5751,098; 386302; 221990; 308536; 214,093; 4197,824; 386290; 221996; 292388; 196,553; 5517,285; 386297; 221988; 7534; 243,344; 3942,349; 386306; 221979; 247372; 180,234; 5133,268; 386300; 221984; 446677; 142,468; 3877,844; 386299; 221987; 314810; 177,838; 4281,381; 386316; 221968; 207783
19d.sql; 181,424; 15056,288; 21219065; 504464; 314681; 210,011; 14501,337; 21219064; 504464; 309959; 132,088; 14047,685; 21219064; 504464; 294655; 212,967; 15816,546; 21219067; 504464; 290368; 204,773; 14492,169; 21219076; 504464; 349522; 161,698; 15079,533; 21219083; 504464; 322326; 104,661; 13258,867; 21219066; 504464; 299717; 86,543; 14634,067; 21219075; 504464; 304949; 162,669; 13130,885; 21219082; 504464; 300369; 251,506; 14430,853; 21219056; 504464; 312057
20a.sql; 98,28; 5377,382; 1717798; 267291; 303856; 88,439; 4341,212; 1717798; 267291; 219906; 109,421; 3273,02; 1717798; 267291; 319204; 177,29; 5710,821; 1717798; 267291; 191900; 212,964; 2101,547; 1717797; 267291; 197644; 144,435; 7368,285; 1717798; 267291; 211775; 193,271; 3131,887; 1717798; 267291; 215188; 189,886; 3534,3; 1717798; 267291; 170805; 199,503; 3875,322; 1717798; 267291; 236780; 213,128; 2719,654; 1717798; 267291; 223210
20b.sql; 201,483; 2726,491; 696090; 166622; 185640; 204,251; 2174,472; 696090; 166622; 191262; 95,197; 1435,154; 696090; 166622; 157571; 157,969; 2678,222; 696090; 166622; 239401; 137,821; 1250,54; 696090; 166622; 195321; 101,029; 1796,822; 696090; 166622; 165404; 119,959; 1409,905; 696090; 166622; 198045; 92,021; 1983,897; 696090; 166622; 221163; 125,053; 914,289; 696090; 166622; 208157; 115,707; 1122,386; 696090; 166622; 170713
20c.sql; 145,21; 919,263; 572890; 162620; 165045; 208,599; 2116,768; 572890; 162620; 169601; 144,537; 1350,929; 572890; 162620; 173216; 186,65; 2737,514; 572890; 162620; 207885; 144,167; 1951,179; 572890; 162620; 190701; 188,497; 4085,209; 572890; 162620; 177782; 192,155; 872,562; 572890; 162620; 177184; 125,694; 1328,213; 572890; 162620; 159556; 137,429; 1159,027; 572890; 162620; 198278; 126,044; 1548,827; 572890; 162620; 216398
21a.sql; 160,229; 868,569; 885231; 15813; 44587; 121,771; 887,853; 887917; 15438; 45271; 132,99; 814,065; 890425; 15474; 52380; 102,354; 823,142; 880606; 15684; 47664; 153,734; 887,306; 905316; 15551; 49531; 103,685; 825,917; 877732; 15474; 46472; 195,221; 781,987; 886329; 15501; 45814; 121,87; 883,834; 890323; 16010; 46212; 84,732; 822,197; 877722; 15623; 51846; 123,549; 851,308; 876822; 15503; 46074
21b.sql; 173,363; 862,152; 893245; 16140; 49948; 110,631; 776,365; 878034; 15551; 52798; 75,204; 848,448; 873652; 15510; 46258; 95,737; 807,317; 879840; 15815; 35903; 104,613; 868,444; 874666; 15630; 36500; 113,202; 843,2; 879123; 15414; 46866; 105,452; 749,077; 880868; 15583; 40237; 86,172; 803,009; 873363; 15818; 47589; 127,234; 871,022; 871837; 15630; 46316; 92,732; 808,276; 874897; 15496; 39353
21c.sql; 167,192; 1272,936; 954727; 26243; 62210; 145,421; 1034,477; 958278; 26680; 69555; 115,09; 998,463; 950362; 26120; 55110; 124,312; 1269,256; 964154; 26105; 56296; 97,145; 1034,585; 950798; 26106; 64746; 170,307; 1220,82; 953569; 26354; 66825; 156,783; 1021,977; 965395; 26861; 61817; 167,763; 1109,963; 950827; 26108; 66795; 118,031; 1080,849; 951397; 26252; 70930; 115,257; 1018,951; 948783; 25912; 62978
22a.sql; 165,944; 1038,395; 939726; 77152; 130914; 164,475; 812,389; 939726; 77152; 99398; 178,402; 785,964; 939726; 77152; 81777; 219,749; 981,541; 939726; 77152; 88698; 118,456; 774,013; 939726; 77152; 131401; 205,541; 933,869; 939726; 77152; 113910; 147,167; 800,637; 939726; 77152; 95879; 224,156; 808,875; 939726; 77152; 81189; 192,777; 809,823; 939726; 77152; 108372; 150,139; 806,063; 939726; 77152; 142188
22b.sql; 160,208; 641,968; 850721; 71788; 112647; 170,049; 647,052; 850721; 71788; 80501; 166,363; 602,422; 850721; 71788; 126540; 210,023; 689,862; 850721; 71788; 89812; 169,15; 602,691; 850721; 71788; 78177; 119,733; 1013,366; 850508; 72001; 113606; 107,159; 617,088; 850721; 71788; 116910; 251,937; 693,961; 850721; 71788; 91543; 153,789; 609,3; 850721; 71788; 115275; 209,828; 582,326; 850721; 71788; 115992
22c.sql; 147,489; 4358,907; 1329332; 112063; 169776; 162,309; 2416,367; 1329332; 112063; 192337; 153,709; 2448,33; 1328641; 112754; 134535; 166,348; 3788,287; 1329332; 112063; 172045; 187,196; 2378,908; 1329332; 112063; 157190; 132,416; 5437,694; 1329332; 112063; 101512; 116,806; 2439,49; 1329332; 112063; 133585; 131,201; 2472,797; 1329332; 112063; 138784; 184,295; 2432,625; 1329332; 112063; 135588; 144,68; 2341,05; 1329332; 112063; 163911
22d.sql; 161,119; 3421,963; 1163928; 152495; 164947; 178,251; 2079,141; 1163928; 152495; 111087; 158,836; 1457,022; 1158425; 157998; 137068; 179,204; 2329,131; 1163928; 152495; 159922; 158,23; 1428,613; 1163928; 152495; 115397; 153,107; 4681,5; 1163928; 152495; 110959; 146,841; 1462,081; 1163928; 152495; 206317; 163,766; 2380,096; 1163928; 152495; 216328; 204,696; 1369,274; 1163928; 152495; 250773; 154,807; 1854,303; 1152170; 164253; 146016
23a.sql; 131,259; 1214,685; 639491; 77884; 139102; 146,872; 1015,606; 639491; 77884; 143151; 120,122; 1056,49; 639491; 77884; 130878; 120,054; 1253,342; 639491; 77884; 107457; 185,746; 1013,042; 639491; 77884; 99047; 154,458; 1581,521; 639490; 77884; 172790; 117,978; 934,046; 639491; 77884; 161899; 143,354; 976,083; 639490; 77884; 114701; 179,143; 1092,996; 639490; 77884; 123898; 150,339; 1019,217; 639490; 77884; 162009
23b.sql; 111,805; 120,339; 20733; 8648; 18978; 169,38; 95,129; 20733; 8648; 19335; 172,358; 78,148; 20733; 8648; 19166; 163,042; 102,953; 20733; 8648; 17603; 124,915; 72,038; 20733; 8648; 19499; 151,842; 146,544; 20733; 8648; 21521; 117,822; 70,038; 20733; 8648; 19680; 132,122; 76,736; 20733; 8648; 24016; 150,175; 81,151; 20733; 8648; 19202; 192,224; 79,775; 20733; 8648; 20211
23c.sql; 155,483; 1646,566; 60952; 131453; 182642; 229,446; 1053,684; 60960; 131453; 279999; 201,502; 834,612; 60960; 131453; 192816; 167,486; 752,508; 60960; 131453; 131530; 114,582; 1088,625; 60960; 131453; 260731; 161,027; 1019,5; 60960; 131453; 202225; 114,267; 701,201; 60960; 131453; 157462; 158,874; 973,315; 60960; 131453; 166704; 125,524; 841,236; 60960; 131453; 193683; 166,317; 970,015; 60960; 131453; 213246
24a.sql; 231,67; 2309,159; 3405078; 91719; 104755; 209,801; 1914,537; 3405075; 91722; 86603; 291,736; 1789,085; 3405074; 91723; 94218; 253,307; 2289,475; 3405091; 91706; 102825; 314,309; 1812,47; 3405074; 91723; 100537; 168,765; 2732,89; 3405070; 91727; 103817; 258,104; 1848,902; 3405070; 91727; 89770; 225,724; 1994,782; 3405083; 91714; 110787; 166,353; 1953,152; 3405082; 91715; 93171; 315,719; 1843,644; 3405073; 91724; 94061
24b.sql; 312,472; 111,559; 47957; 18348; 28637; 247,077; 122,567; 47957; 18348; 31677; 229,929; 107,391; 47957; 18348; 36683; 293,505; 121,076; 47957; 18348; 29879; 152,022; 115,602; 47957; 18348; 30439; 229,119; 117,049; 47957; 18348; 4847; 198,228; 107,241; 47957; 18348; 28257; 311,553; 100,821; 47957; 18348; 29162; 305,55; 117,044; 47957; 18348; 30524; 242,728; 112,96; 47957; 18348; 27785
25a.sql; 160,653; 6694,758; 4545103; 533193; 246144; 147,187; 5347,678; 4534499; 543797; 259826; 210,915; 3909,53; 4551698; 526598; 223472; 102,927; 12751,011; 4531673; 546623; 256004; 116,395; 4345,246; 4543550; 534746; 226966; 79,592; 14370,161; 4549903; 528393; 269731; 195,39; 5182,625; 4532679; 545617; 166487; 115,077; 5237,723; 4546780; 531516; 407435; 133,864; 5384,293; 4517411; 560885; 337161; 95,382; 4330,79; 4552580; 525716; 232185
25b.sql; 161,733; 435,296; 348587; 66174; 118424; 145,978; 478,867; 348587; 66174; 84372; 127,29; 424,973; 348587; 66174; 100456; 73,284; 427,049; 348587; 66174; 101182; 128,18; 501,785; 348587; 66174; 83190; 146,872; 650,807; 348587; 66174; 82799; 212,825; 452,519; 348587; 66174; 82566; 134,252; 388,91; 348587; 66174; 124831; 152,402; 487,61; 348587; 66174; 92983; 210,363; 445,608; 348587; 66174; 113480
25c.sql; 103,108; 8301,357; 8107546; 612583; 355314; 166,784; 8920,914; 8045946; 674183; 510440; 89,115; 7032,918; 8099158; 620971; 522358; 73,582; 14013,667; 8117150; 602979; 570371; 91,33; 7711,152; 8088169; 631960; 483903; 146,659; 24841,22; 8058462; 661667; 604005; 160,236; 8978,172; 8042033; 678096; 480043; 100,566; 8481,33; 8085642; 634487; 420559; 97,28; 6865,606; 8116249; 603880; 505261; 205,362; 7312,892; 8101105; 619024; 356288
26a.sql; 261,036; 912,49; 680182; 172396; 214028; 233,015; 972,162; 680182; 172396; 264283; 210,662; 895,663; 680182; 172396; 199619; 289,699; 2817,036; 680182; 172396; 174310; 367,778; 2555,736; 680182; 172396; 186757; 237,138; 3199,441; 680182; 172396; 201461; 183,863; 1648,127; 680182; 172396; 195866; 273,035; 1182,393; 680182; 172396; 178782; 307,532; 973,838; 680182; 172396; 131377; 252,394; 2329,214; 680182; 172396; 164788
26b.sql; 205,262; 250,989; 62675; 25276; 34351; 209,213; 187,786; 62673; 25276; 39219; 244,819; 166,269; 62675; 25276; 43589; 169,498; 321,102; 62675; 25276; 53446; 294,567; 190,433; 62673; 25276; 35816; 209,98; 330,642; 62675; 25276; 33017; 188,221; 152,028; 62675; 25276; 41964; 246,981; 168,023; 62675; 25276; 40877; 178,26; 171,295; 62675; 25276; 37539; 193,239; 187,146; 62675; 25276; 34018
26c.sql; 186,05; 3539,706; 2037379; 304912; 252516; 305,758; 2280,948; 2037381; 304912; 258602; 194,48; 3424,25; 2037383; 304912; 225647; 286,14; 4203,652; 2037389; 304912; 236149; 268,472; 4002,63; 2037393; 304912; 305015; 320,431; 6240,789; 2037387; 304912; 229611; 239,638; 2561,59; 2037371; 304912; 189583; 169,829; 2064,521; 2037375; 304912; 228993; 278,758; 4009,921; 2037389; 304912; 221466; 300,3; 2138,456; 2037385; 304912; 230277
27a.sql; 221,526; 8,802; 2182; 175; 2684; 221,517; 7,346; 2182; 175; 2856; 200,003; 14,092; 2182; 175; 2625; 200,283; 4,525; 2182; 175; 2804; 211,087; 4,529; 2182; 175; 2619; 169,407; 3,736; 2182; 175; 2651; 182,363; 4,09; 2182; 175; 2783; 226,665; 4,163; 2182; 175; 3022; 253,401; 7,024; 2182; 175; 2786; 183,1; 4,24; 2182; 175; 2694
27b.sql; 214,059; 4,369; 2518; 181; 2846; 226,786; 15,01; 2518; 181; 2618; 282,795; 13,525; 2518; 181; 2753; 181,115; 13,613; 2518; 181; 2534; 183,853; 13,108; 2518; 181; 2526; 220,107; 5,739; 2518; 181; 2803; 204,88; 5,731; 2518; 181; 2714; 163,106; 14,682; 2518; 181; 2572; 202,766; 14,32; 2518; 181; 2519; 210,673; 3,846; 2518; 181; 2606
27c.sql; 226,085; 3,758; 2665; 186; 2557; 217,133; 13,813; 2665; 186; 2653; 205,719; 4,827; 2665; 186; 2797; 155,462; 14,238; 2665; 186; 2566; 184,838; 4,089; 2665; 186; 2612; 200,791; 4,555; 2665; 186; 2761; 188,426; 14,915; 2665; 186; 2642; 199,189; 13,663; 2665; 186; 2786; 206,885; 14,467; 2665; 186; 2777; 182,765; 4,85; 2665; 186; 2826
28a.sql; 197,213; 749,924; 612647; 70487; 115662; 254,09; 734,259; 612647; 70487; 71318; 260,256; 744,787; 612647; 70487; 82497; 211,017; 852,416; 612647; 70487; 79622; 275,521; 782,953; 612647; 70487; 75718; 313,197; 938,159; 612647; 70487; 93549; 269,734; 780,178; 612647; 70487; 83355; 244,727; 809,124; 612647; 70487; 89787; 258,093; 793,496; 612647; 70487; 94556; 246,144; 785,556; 612647; 70487; 73475
28b.sql; 267,671; 453,933; 359633; 59507; 89089; 258,168; 456,802; 359633; 59507; 102573; 244,252; 466,28; 359633; 59507; 94066; 302,281; 509,785; 359633; 59507; 87053; 224,953; 462,625; 359633; 59507; 78106; 353,615; 498,173; 359633; 59507; 83899; 325,731; 443,504; 359633; 59507; 77380; 204,98; 411,044; 359633; 59507; 76262; 252,384; 417,411; 359633; 59507; 69142; 198,597; 431,497; 359633; 59507; 59197
28c.sql; 208,596; 2413,313; 1421517; 79492; 87243; 223,258; 2294,832; 1421517; 79492; 100291; 245,039; 2111,591; 1421517; 79492; 121860; 191,639; 3006,871; 1421517; 79492; 102164; 256,15; 2100,174; 1421517; 79492; 119409; 242,68; 3559,914; 1421517; 79492; 102522; 248,745; 2027,093; 1421517; 79492; 139551; 213,826; 2489,278; 1421517; 79492; 141670; 315,841; 2025,744; 1421517; 79492; 109748; 235,172; 2138,829; 1421517; 79492; 170788
29a.sql; 302,588; 28,51; 16254; 3660; 7751; 354,579; 32,919; 16254; 3660; 8032; 351,364; 33,589; 16254; 3660; 7788; 362,432; 41,67; 16254; 3660; 8143; 348,045; 47,574; 16254; 3660; 8515; 288,357; 43,751; 16254; 3660; 7778; 334,083; 32,075; 16254; 3660; 7552; 359,63; 31,243; 16254; 3660; 9960; 331,116; 38,402; 16254; 3660; 7572; 314,265; 32,768; 16254; 3660; 8069
29b.sql; 293,562; 25,621; 1704; 3660; 8971; 255,768; 34,012; 1704; 3660; 7954; 347,102; 24,829; 1704; 3660; 7122; 290,552; 27,337; 1704; 3660; 7746; 265,435; 22,115; 1704; 3660; 7635; 279,855; 45,335; 1704; 3660; 7202; 350,279; 24,381; 1704; 3660; 8248; 348,723; 30,417; 1704; 3660; 10343; 309,472; 28,137; 1704; 3660; 8005; 345,129; 23,95; 1704; 3660; 7452
29c.sql; 340,22; 1701,049; 3256712; 12375; 19004; 316,059; 1656,587; 3256718; 12369; 19223; 239,729; 1616,41; 3256712; 12375; 21208; 274,702; 1950,661; 3256718; 12369; 22249; 326,751; 1786,471; 3256717; 12370; 17950; 328,625; 2061,725; 3256718; 12369; 21663; 359,371; 1762,839; 3256718; 12369; 18528; 361,136; 1701,322; 3256712; 12375; 18353; 335,697; 1647,15; 3256715; 12372; 17450; 330,788; 1642,603; 3256716; 12371; 18313
